sample_id,run,stage1_pred,s1_feat_ms,s1_inf_ms,s1_total_ms,s2a_audio_feat_ms,s2a_txt_ms,s2a_inf_ms,s2a_total_ms,s2b_tok_ms,s2b_inf_ms,s2b_total_ms,pipeline_ms
5,3,high,205.8516000106465,1.097600004868582,206.9492000155151,462.2353999875486,76.21289999224246,23.57670001219958,562.0249999919906,1.1873999901581556,200.74850000673905,201.9358999968972,768.9742000075057
5,4,high,261.4954999880865,1.0216999799013138,262.51719996798784,386.90529999439605,55.64880001475103,23.222099989652634,465.7761999987997,1.1116999958176166,219.06020000460558,220.1719000004232,728.2933999667875
6,0,high,217.41099999053404,1.0432999988552183,218.45429998938926,378.0677999893669,91.16310000536032,23.84660000097938,493.0774999957066,1.853800000390038,292.5075000093784,294.36130000976846,711.5317999850959
6,1,high,214.7263000078965,1.031799998600036,215.75810000649653,370.1922000036575,57.08359999698587,24.230699986219406,451.50649998686276,1.263400015886873,306.24320000060834,307.5066000164952,667.2645999933593
6,2,high,237.87569999694824,0.9292000031564385,238.80490000010468,449.09340000594966,75.72880000225268,29.163199971662834,553.9853999798652,2.1022000000812113,345.33160002320074,347.43380002328195,792.7902999799699
6,3,high,250.48509999760427,1.1328999826218933,251.61799998022616,462.93490001698956,78.26440001372248,28.967099991859868,570.1664000225719,1.8097999854944646,357.649899990065,359.4596999755595,821.7844000027981
6,4,high,318.487999989884,2.5502999778836966,321.03829996776767,434.3706000072416,62.01699998928234,20.9278000111226,517.3154000076465,1.823099999455735,394.1105999983847,395.93369999784045,838.3536999754142
7,0,high,307.84290001611225,1.0752000089269131,308.91810002503917,369.22160000540316,92.77620000648312,21.575399994617328,483.5732000065036,3.6613999982364476,482.2851999779232,485.94659997615963,792.4913000315428
7,1,high,190.91410000692122,0.9305000130552799,191.8446000199765,361.1984000017401,97.63100001146086,24.989700003061444,483.8191000162624,1.9616000063251704,435.09340001037344,437.0550000166986,675.6637000362389
7,2,high,238.05260000517592,0.8787999977357686,238.9314000029117,395.7718999881763,74.37709998339415,28.096099995309487,498.24509996687993,1.3846000074408948,443.07280000066385,444.45740000810474,737.1764999697916
7,3,high,229.14129999116994,0.8175999973900616,229.95889998856,414.432499994291,89.00249999715015,31.388500006869435,534.8234999983106,2.6901999954134226,389.9276000156533,392.6178000110667,764.7823999868706
7,4,high,220.69819999160245,0.8633999968878925,221.56159998849034,339.2738999973517,82.53559999866411,15.117200004169717,436.9267000001855,1.723399996990338,343.7303999962751,345.4537999932654,658.4882999886759
8,0,high,253.4956999879796,0.9960999886970967,254.4917999766767,352.01959998812526,68.38809998589568,26.457400002982467,446.8650999770034,1.5759999805595726,225.65789998043329,227.23389996099286,701.3568999536801
8,1,high,212.66630000900477,1.167400012491271,213.83370002149604,366.64970000856556,63.47920000553131,29.832399974111468,459.96129998820834,1.4223000034689903,271.3142999855336,272.73659998900257,673.7950000097044
8,2,high,193.905399995856,0.9862000006251037,194.8915999964811,328.40050000231713,68.819700012682,29.666899994481355,426.8871000094805,1.2533999979496002,249.90610001259483,251.15950001054443,621.7787000059616
8,3,high,173.07099999743514,0.925799977267161,173.9967999747023,301.932600006694,68.07440001284704,25.08970000781119,395.0967000273522,1.5233000158332288,264.06330001191236,265.5866000277456,569.0935000020545
8,4,high,169.73899997537956,0.7543000101577491,170.4932999855373,312.83389998134226,59.98590000672266,24.131199985276908,396.9509999733418,1.3367999927140772,227.12809999939054,228.46489999210462,567.4442999588791
9,0,high,444.46359999710694,0.9057999996002764,445.3693999967072,804.4070999894757,102.09020000183955,16.12720001139678,922.624500002712,3.4927999950014055,313.415199983865,316.9079999788664,1367.9938999994192
9,1,high,466.4278000127524,0.8892000187188387,467.31700003147125,792.69210001803,80.11120001901872,30.192499980330467,902.9958000173792,1.6604999836999923,314.8430999717675,316.5035999554675,1370.3128000488505
9,2,high,499.4604999956209,1.1983000149484724,500.6588000105694,821.5435000020079,62.13000000570901,30.559200007701293,914.2327000154182,1.8325000128243119,315.3881999896839,317.22070000250824,1414.8915000259876
9,3,high,427.56360000930727,1.000799995381385,428.56440000468865,800.9803000022657,68.9509000221733,20.92459998675622,890.8558000111952,1.586200000019744,292.72639998816885,294.3125999881886,1319.420200015884
9,4,high,433.638400019845,1.0420000180602074,434.6804000379052,770.3469999833032,58.743500005220994,23.41950000845827,852.5099999969825,1.580600015586242,260.7459000137169,262.32650002930313,1287.1904000348877
10,0,low,249.23249997664243,0.9472999954596162,250.17979997210205,417.3091000120621,90.6097000115551,24.966800003312528,532.8856000269298,1.9417000003159046,309.9948999879416,311.9365999882575,562.1163999603596
10,1,low,237.94839999754913,0.9908000065479428,238.93920000409707,412.9244000068866,60.044299985747784,27.7875000028871,500.75619999552146,1.5405000012833625,290.9198999986984,292.46039999998175,531.3996000040788
10,2,low,240.93940001330338,0.8972999930847436,241.83670000638813,408.16210000775754,73.93350001075305,32.00279999873601,514.0984000172466,2.0009000145364553,319.579100003466,321.58000001800247,563.4167000243906
10,3,low,269.81789999990724,0.8722000056877732,270.690100005595,423.28550000092946,75.7545999949798,27.530799998203292,526.5708999941126,1.9164000113960356,287.5238000124227,289.44020002381876,560.1303000294138
10,4,low,247.35799999325536,0.9156999876722693,248.27369998092763,432.8084999870043,71.0949000203982,25.592099991627038,529.4954999990296,1.4965000154916197,290.36459999042563,291.86110000591725,540.1347999868449
11,0,high,396.6464000113774,0.7639999967068434,397.41040000808425,658.4204999962822,66.93840000662021,30.720400012796745,756.0793000156991,2.736199996434152,420.47979999915697,423.2159999955911,1153.4897000237834
11,1,high,445.83030001376756,1.0127999994438142,446.84310001321137,676.3069999869913,82.8754999965895,19.871900003636256,779.054399987217,3.1524999940302223,419.0103999862913,422.1628999803215,1225.8975000004284
11,2,high,366.52389998198487,3.405900002690032,369.9297999846749,654.6536000096239,62.55740000051446,26.324699982069433,743.5356999922078,3.009900014149025,372.45299998903647,375.4629000031855,1113.4654999768827
11,3,high,375.3425999893807,0.9518000006210059,376.2943999900017,617.0041000004858,68.89620001311414,27.675499994074926,713.5758000076748,2.9855000029783696,361.3328000064939,364.3183000094723,1089.8701999976765
11,4,high,781.4475999912247,0.9843000152613968,782.4319000064861,637.4379000044428,63.69830001494847,26.26000001328066,727.3962000326719,2.9344999929890037,345.6411999941338,348.5756999871228,1509.828100039158
12,0,high,241.77340001915582,0.8925999864004552,242.66600000555627,337.0119000028353,80.22790000541136,28.667100006714463,445.90690001496114,3.5970000026281923,289.94869999587536,293.54569999850355,688.5729000205174
12,1,high,238.93670001416467,0.7331999950110912,239.66990000917576,346.39539997442625,77.12029997492209,27.465200022561476,450.9808999719098,1.368700002785772,290.9266999922693,292.29539999505505,690.6507999810856
12,2,high,221.04740000213496,0.9729000157676637,222.02030001790263,352.22920001251623,69.32929999311455,29.563199990661815,451.1216999962926,1.7965999722946435,286.4063000015449,288.2028999738395,673.1420000141952
12,3,high,202.6581999962218,1.2170000118203461,203.87520000804216,331.0756999999285,82.39160000812262,30.1919000048656,443.6592000129167,1.4080999826546758,284.90999998757616,286.31809997023083,647.5344000209589
12,4,high,205.86119999643415,0.9523000044282526,206.8135000008624,341.89909999258816,78.33410002058372,25.993999995989725,446.2272000091616,1.7771999991964549,303.86640000506304,305.6436000042595,653.040700010024
13,0,high,364.5321000076365,0.9199999913107604,365.45209999894723,554.5320000092033,91.93349999259226,28.954700013855472,675.4202000156511,1.8770000024233013,522.8012000152376,524.6782000176609,1040.8723000145983
13,1,high,736.4635999838356,0.9147999808192253,737.3783999646548,578.5819000157062,106.3842999865301,24.34130001347512,709.3075000157114,1.4084999857004732,343.87519999290816,345.28369997860864,1446.6858999803662
13,2,high,804.9033999850508,1.5149999817367643,806.4183999667875,671.1817999894265,88.62049999879673,30.498000007355586,790.3002999955788,1.8361999827902764,471.68760001659393,473.5237999993842,1596.7186999623664
13,3,high,430.389599991031,0.9603000071365386,431.34989999816753,578.9754999859724,63.860800000838935,19.662100006826222,662.4983999936376,1.7485000134911388,300.99950000294484,302.748000016436,1093.848299991805
13,4,high,386.09030001680367,0.9534000128041953,387.04370002960786,671.9312999921385,67.37879998399876,25.160899996990338,764.4709999731276,1.4030000020284206,323.5446999897249,324.9476999917533,1151.5147000027355
14,0,low,427.4497000151314,1.143200002843514,428.5929000179749,599.1667999769561,85.23429997148924,26.203100016573444,710.6041999650188,1.8666000105440617,238.73010001261719,240.59670002316125,669.1896000411361
14,1,low,323.7434000184294,0.9760999819263816,324.71950000035577,602.1656000229996,52.99389999709092,25.45369998551905,680.6132000056095,2.082099992549047,244.42699999781325,246.5090999903623,571.2285999907181
14,2,low,366.2187999871094,1.1407000129111111,367.3595000000205,618.3755999954883,55.16660001012497,25.214799999957904,698.7570000055712,1.260699995327741,242.2474000195507,243.50810001487844,610.8676000148989
14,3,low,342.117899999721,1.1543000000528991,343.2721999997739,633.7482999952044,69.91140000172891,16.734100005123764,720.3938000020571,1.2987999944016337,253.42819999787025,254.72699999227189,597.9991999920458
14,4,low,400.0452999898698,1.0191999899689108,401.06449997983873,581.4250000112224,55.68910000147298,34.12480000406504,671.2389000167605,1.6781000012997538,294.67360000126064,296.3517000025604,697.4161999823991
15,0,high,339.1284999961499,1.1332000140100718,340.26170001016,563.3717000018805,99.72459997516125,15.477399982046336,678.5736999590881,1.1718999885488302,253.13029999961145,254.30219998816028,1018.8353999692481
15,1,high,359.468900016509,0.8659000159241259,360.3348000324331,562.7868000010494,67.74399999994785,26.80819999659434,657.3389999975916,1.4389000134542584,251.99399999110028,253.43290000455454,1017.6738000300247
15,2,high,314.0387999883387,0.8648999792058021,314.9036999675445,579.4384999899194,94.26959999836981,30.828899994958192,704.5369999832474,1.4621000154875219,270.3179999953136,271.7801000108011,1019.4406999507919
15,3,high,380.83979999646544,1.0746000043582171,381.91440000082366,605.3300000203308,85.9000000054948,38.17690000869334,729.4069000345189,1.6399000014644116,306.95729999570176,308.5971999971662,1111.3213000353426
15,4,high,257.20240001101047,0.7339000003412366,257.9363000113517,607.1170000068378,74.14549999521114,23.751100001391023,705.0136000034399,1.6209000023081899,248.387300001923,250.00820000423118,962.9499000147916
16,0,high,337.9791000043042,1.2617000029422343,339.24080000724643,600.996799999848,88.49229998304509,15.697199996793643,705.1862999796867,1.2335999927017838,214.47760000592098,215.71119999862276,1044.4270999869332
16,1,high,360.2753000159282,0.9716000058688223,361.24690002179705,559.1558000014629,71.11740001710132,30.155499989632517,660.4287000081968,1.655400003073737,248.4931999933906,250.14859999646433,1021.6756000299938
16,2,high,291.9171999965329,1.0953999881166965,293.01259998464957,921.7760000028647,78.19060000474565,28.30919998814352,1028.275799995754,1.3494000013452023,231.40600000624545,232.75540000759065,1321.2883999804035
16,3,high,261.7524999950547,0.8421000093221664,262.59460000437684,634.7183999896515,69.85840000561439,29.049200005829334,733.6260000010952,1.9529999990481883,274.2451000085566,276.1981000076048,996.2206000054721
16,4,high,286.16279998095706,0.8640000014565885,287.02679998241365,561.9080000033136,67.94060001266189,15.502700000070035,645.3513000160456,0.9618999902158976,216.2164999754168,217.1783999656327,932.3780999984592
17,0,high,448.8331000029575,0.8005000127013773,449.6336000156589,648.9807000034489,119.02290000580251,25.28189998702146,793.2854999962728,1.2570000253617764,239.12660000496544,240.38360003032722,1242.9191000119317
17,1,high,377.56150000495836,0.912199990125373,378.47369999508373,683.7421999953222,63.7814000074286,30.118700000457466,777.6423000032082,1.1464999988675117,202.05349999014288,203.1999999890104,1156.115999998292
17,2,high,389.0701999771409,0.9280999947804958,389.99829997192137,669.0871999890078,62.56540000322275,25.903600006131455,757.556199998362,1.1406000121496618,212.1851000119932,213.32570002414286,1147.5544999702834
17,3,high,386.2158999836538,1.0220000112894922,387.2378999949433,688.1082000036258,54.5945999911055,25.498100003460422,768.2008999981917,1.2652000004891306,191.32399998488836,192.5891999853775,1155.438799993135
17,4,high,345.7559999951627,0.9155000152532011,346.6715000104159,676.4814999769442,64.26939999801107,26.76659999997355,767.5174999749288,1.9172999891452491,190.84220001241192,192.75950000155717,1114.1889999853447
18,0,high,195.72679998236708,0.8899999957066029,196.6167999780737,790.8643999835476,97.51089999917895,26.315700000850484,914.6909999835771,1.705200003925711,251.10629998380318,252.8114999877289,1111.3077999616507
18,1,high,240.38069997914135,0.9127000230364501,241.2934000021778,314.67210000846535,69.5457000110764,29.680099978577346,413.8978999981191,1.7702000041026622,247.87309998646379,249.64329999056645,655.1913000002969
18,2,high,252.6034000038635,0.827599986223504,253.430999990087,324.0749000106007,65.06069999886677,28.23169998009689,417.36729998956434,1.3427999801933765,232.76650000480004,234.1092999849934,670.7982999796513
18,3,high,225.91460001422092,0.9250000002793968,226.83960001450032,707.8648000024259,76.12589999916963,28.72090000892058,812.7116000105161,1.9852000114042312,267.3283999902196,269.31360000162385,1039.5512000250164
18,4,high,167.41989998263307,0.7897999894339591,168.20969997206703,321.1911999969743,69.04370000120252,27.935200021602213,418.17010001977906,1.4001999807078391,243.83269998361357,245.2328999643214,586.3797999918461
19,0,high,365.0619999971241,0.9974999993573874,366.05949999648146,633.8242999918293,98.17409998504445,15.554100013105199,747.552499989979,1.5067000058479607,341.909000009764,343.41570001561195,1113.6119999864604
19,1,high,325.2982000121847,0.8997000113595277,326.1979000235442,588.8780000095721,63.23470000643283,26.411500002723187,678.5242000187282,1.9932000141125172,371.8255000130739,373.8187000271864,1004.7221000422724
19,2,high,318.62940001883544,1.021900010528043,319.6513000293635,531.8251999851782,55.29469999601133,31.778400007169694,618.8982999883592,1.876299997093156,330.9018000145443,332.77810001163743,938.5496000177227
19,3,high,339.91350000724196,0.9942999749910086,340.907799982233,579.5647000195459,59.43999998271465,27.635399979772046,666.6400999820326,2.0093000202905387,330.2636999869719,332.27300000726245,1007.5478999642655
19,4,high,343.05029999813996,1.0273999942000955,344.07769999234006,575.7264000130817,55.58730001212098,15.983999997843057,647.2977000230458,1.4511000190395862,330.57230000849813,332.0234000275377,991.3754000153858
20,0,high,309.96099999174476,1.053000014508143,311.0140000062529,495.819500007201,102.18200000235811,27.61550000286661,625.6170000124257,1.516999996965751,360.7035999884829,362.22059998544864,936.6310000186786
20,1,high,287.95259998878464,1.0665000008884817,289.0190999896731,475.50920001231134,56.63420000928454,26.074299996253103,558.217700017849,1.4759000041522086,300.1951000187546,301.6710000229068,847.2368000075221
20,2,high,244.66450000181794,1.0498000192455947,245.71430002106354,484.8900999932084,55.39300001692027,31.027399993035942,571.3105000031646,2.1427000174298882,331.4072000212036,333.5499000386335,817.0248000242282
20,3,high,258.399600017583,0.9978999732993543,259.39749999088235,506.36419997317716,72.47199999983422,25.792300002649426,604.6284999756608,1.4651000092271715,320.01289998879656,321.47799999802373,864.0259999665432
20,4,high,294.9034000048414,0.9493000106886029,295.85270001553,490.31510000349954,54.7521999978926,16.95399999152869,562.0212999929208,1.3712999934796244,296.0241999826394,297.395499976119,857.8740000084508
21,0,high,270.4246999928728,1.0529000137466937,271.47760000661947,454.707699973369,86.90580000984482,17.61919999262318,559.232699975837,2.0132000208832324,372.3574999894481,374.37070001033135,830.7102999824565
21,1,high,275.83629998844117,0.7844000065233558,276.6206999949645,419.68930000439286,68.80360000650398,24.615900008939207,513.108800019836,1.891699997941032,335.11869999347255,337.0103999914136,789.7295000148006
21,2,high,280.2874999761116,1.275499991606921,281.5629999677185,448.164600005839,53.96580000524409,23.146099993027747,525.2765000041109,2.2573000169359148,385.4762999981176,387.7336000150535,806.8394999718294
21,3,high,266.5312000026461,0.7857999880798161,267.3169999907259,440.9827000054065,70.09299998753704,26.395399996545166,537.4710999894887,1.9632999901659787,364.83409997890703,366.797399969073,804.7880999802146
21,4,high,259.4258000026457,1.264900027308613,260.6907000299543,414.53519999049604,65.65949998912401,26.07169997645542,506.2663999560755,1.8755000201053917,353.4005999972578,355.2761000173632,766.9570999860298
22,0,high,285.1424000109546,1.1400999792385846,286.2824999901932,485.6564000074286,97.57539999554865,27.625000016996637,610.8568000199739,1.37489999178797,239.07099998905323,240.4458999808412,897.1393000101671
22,1,high,275.26580000994727,1.0376999853178859,276.30349999526516,466.1185000149999,54.92860000231303,26.047000021208078,547.094100038521,1.3352000096347183,234.42739999154583,235.76260000118054,823.3976000337861
22,2,high,280.46069998526946,1.2238000053912401,281.6844999906607,478.55080000590533,72.1919999923557,24.371699983021244,575.1144999812823,1.2247000122442842,260.6161000148859,261.8408000271302,856.798999971943
22,3,high,245.911400008481,1.0640000109560788,246.97540001943707,528.1438999809325,57.621699990704656,30.35510002519004,616.1206999968272,1.319899980444461,249.79450000682846,251.11439998727292,863.0961000162642
22,4,high,296.1944999988191,0.8751999994274229,297.0696999982465,457.1871999942232,54.04460002318956,21.425099985208362,532.6569000026211,1.0531000152695924,232.96870000194758,234.02180001721717,829.7266000008676
23,0,high,397.53919999930076,1.0392999975010753,398.57849999680184,716.1840000189841,77.7933000063058,28.229799994733185,822.2071000200231,1.7219999863300472,308.8640999922063,310.58609997853637,1220.785600016825
23,1,high,320.58369999867864,1.1670999811030924,321.75079997978173,618.6144999810494,64.21849998878315,15.325499989558011,698.1584999593906,1.0873000137507915,318.0739000090398,319.1612000227906,1019.9092999391723
23,2,high,363.24919998878613,0.8707999950274825,364.1199999838136,555.2191000024322,72.73430001805536,25.903700006892905,653.8571000273805,1.5745999990031123,324.80229999055155,326.37689998955466,1017.9771000111941
23,3,high,353.87400002218783,1.3801000022795051,355.25410002446733,575.3781000094023,69.34089999413118,19.604200002504513,664.323200006038,1.6036000160966069,306.38789999648,307.9915000125766,1019.5773000305053
23,4,high,350.0040999788325,1.2109000235795975,351.2150000024121,573.0232000059914,89.66379999765195,15.82779997261241,678.5147999762557,1.4833999739494175,302.03059999621473,303.51399997016415,1029.7297999786679
24,0,high,603.0258999962825,5.156900006113574,608.1828000023961,568.0019999854267,58.93339999602176,24.051799991866574,650.987199973315,1.9939999911002815,300.4759999748785,302.4699999659788,1259.169999975711
24,1,high,275.94520000275224,1.1984999873675406,277.1436999901198,533.3411000028718,108.60979999415576,21.73509998829104,663.6859999853186,1.6049999976530671,331.69200000702403,333.2970000046771,940.8296999754384
24,2,high,357.74550001951866,1.1009000008925796,358.84640002041124,614.472699991893,62.417800014372915,27.858199988259003,704.7486999945249,1.4798000047449023,276.26210000016727,277.74190000491217,1063.5951000149362
24,3,high,307.5359000067692,0.9595000010449439,308.49540000781417,502.55940001807176,64.1567999846302,25.881400011712685,592.5976000144146,1.5126000216696411,289.8449999920558,291.35760001372546,901.0930000222288
24,4,high,258.6439999868162,0.9810000192373991,259.6250000060536,512.9389000067022,62.19019999844022,24.77089999592863,599.900000001071,1.9352000090293586,294.8814000119455,296.8166000209749,859.5250000071246
25,0,high,304.7165000170935,1.0742000013124198,305.7907000184059,438.67520001367666,93.50039999117143,25.86579998023808,558.0413999850862,1.2429000053089112,202.41919998079538,203.6620999861043,863.8321000034921
25,1,high,272.8781000187155,0.9524000051897019,273.8305000239052,457.84739998634905,58.059000002685934,25.20830000867136,541.1146999977063,1.4695999852847308,205.07070000167005,206.54029998695478,814.9452000216115
25,2,high,279.03730000252835,1.1174000101163983,280.15470001264475,504.9266000278294,81.14710001973435,36.238000000594184,622.311700048158,1.1423999967519194,196.16530000348575,197.30770000023767,902.4664000608027
25,3,high,251.44320001709275,0.9970999963115901,252.44030001340434,508.286299998872,90.59620002517477,23.733100009849295,622.615600033896,1.1254999844823033,193.0372999922838,194.1627999767661,875.0559000473004
25,4,high,262.1437999769114,1.3115000037942082,263.4552999807056,439.4038000027649,64.48540001292713,28.35629999754019,532.2455000132322,1.3660000113304704,193.0304999987129,194.39650001004338,795.7007999939378
26,0,high,255.00979999196716,0.7960000075399876,255.80579999950714,611.6619000094943,83.9214000152424,28.093500004615635,723.6768000293523,4.072100011399016,336.4103000203613,340.48240003176033,979.4826000288595
26,1,high,324.4674999732524,1.0904999799095094,325.5579999531619,524.2811999924015,59.2756999831181,25.84650000790134,609.403399983421,1.5175000007729977,331.50230001774617,333.01980001851916,934.9613999365829
26,2,high,338.28900000662543,0.9436999971512705,339.2327000037767,549.6768000011798,52.69330000737682,27.435800002422184,629.8059000109788,1.7652999958954751,344.8740000021644,346.63929999805987,969.0386000147555
26,3,high,357.324399985373,1.2373000208754092,358.56170000624843,567.5052000151481,74.55079999635927,25.0137000111863,667.0697000226937,2.06830000388436,316.03409998933785,318.1023999932222,1025.6314000289422
26,4,high,300.8803999982774,1.0113999887835234,301.89179998706095,525.3477999940515,59.48820000048727,25.183199992170557,610.0191999867093,1.5473999956157058,312.96629999997094,314.51369999558665,911.9109999737702
27,0,low,304.22329998691566,1.1978000111412257,305.4210999980569,534.7487999824807,76.35779998963699,23.78280000993982,634.8893999820575,1.3657000090461224,239.6850000077393,241.0507000167854,546.4718000148423
27,1,low,351.7515999847092,0.9338000090792775,352.68539999378845,541.3415000075474,53.903100022580475,13.430399994831532,608.6750000249594,1.031499996315688,243.18309998488985,244.21459998120554,596.899999974994
27,2,low,364.8708999971859,1.1531999916769564,366.0240999888629,606.4081999938935,71.37660001171753,27.333300007740036,705.1181000133511,1.3360999873839319,243.8172999827657,245.15339997014962,611.1774999590125
27,3,low,269.22560000093654,1.2134999851696193,270.43909998610616,580.268799996702,77.02409999910742,18.002600001636893,675.2954999974463,1.1079999967478216,256.9769000110682,258.08490000781603,528.5239999939222
27,4,low,282.75340000982396,1.0955999896395952,283.84899999946356,548.4463000029791,49.55640001571737,26.304099999833852,624.3068000185303,1.3211999903433025,234.8358999879565,236.1570999782998,520.0060999777634
28,0,high,359.31929998332635,1.0337000130675733,360.3529999963939,532.691700005671,70.92140000895597,25.106099987169728,628.7192000017967,1.6165999986696988,250.08859997615218,251.70519997482188,989.0721999981906
28,1,high,347.79050000361167,0.8759000047575682,348.66640000836924,514.1418999992311,76.2218999734614,24.042799981543794,614.4065999542363,1.2846999743487686,252.53450000309385,253.81919997744262,963.0729999626055
28,2,high,302.3233000130858,1.0192999907303602,303.3426000038162,509.21869999729097,76.44500001333654,29.15800001937896,614.8217000300065,1.7303000204265118,248.45330000971444,250.18360003014095,918.1643000338227
28,3,high,322.9898999852594,1.2107000220566988,324.2006000073161,508.3022000035271,56.31569999968633,31.609400000888854,596.2273000041023,1.6309999919030815,240.89139999705367,242.52239998895675,920.4279000114184
