mfcc_mean_0,mfcc_std_0,mfcc_mean_1,mfcc_std_1,mfcc_mean_2,mfcc_std_2,mfcc_mean_3,mfcc_std_3,mfcc_mean_4,mfcc_std_4,mfcc_mean_5,mfcc_std_5,mfcc_mean_6,mfcc_std_6,mfcc_mean_7,mfcc_std_7,mfcc_mean_8,mfcc_std_8,mfcc_mean_9,mfcc_std_9,mfcc_mean_10,mfcc_std_10,mfcc_mean_11,mfcc_std_11,mfcc_mean_12,mfcc_std_12,spectral_centroid_mean,spectral_bandwidth_mean,spectral_rolloff_mean,zcr_mean,rms_mean,tempo,chroma_mean_0,chroma_mean_1,chroma_mean_2,chroma_mean_3,chroma_mean_4,chroma_mean_5,chroma_mean_6,chroma_mean_7,chroma_mean_8,chroma_mean_9,chroma_mean_10,chroma_mean_11,mood,filename,file_id,file_id_clean,delta_mfcc_delta_mean_0,delta_mfcc_delta_std_0,delta_mfcc_delta2_mean_0,delta_mfcc_delta2_std_0,delta_mfcc_delta_mean_1,delta_mfcc_delta_std_1,delta_mfcc_delta2_mean_1,delta_mfcc_delta2_std_1,delta_mfcc_delta_mean_2,delta_mfcc_delta_std_2,delta_mfcc_delta2_mean_2,delta_mfcc_delta2_std_2,delta_mfcc_delta_mean_3,delta_mfcc_delta_std_3,delta_mfcc_delta2_mean_3,delta_mfcc_delta2_std_3,delta_mfcc_delta_mean_4,delta_mfcc_delta_std_4,delta_mfcc_delta2_mean_4,delta_mfcc_delta2_std_4,delta_mfcc_delta_mean_5,delta_mfcc_delta_std_5,delta_mfcc_delta2_mean_5,delta_mfcc_delta2_std_5,delta_mfcc_delta_mean_6,delta_mfcc_delta_std_6,delta_mfcc_delta2_mean_6,delta_mfcc_delta2_std_6,delta_mfcc_delta_mean_7,delta_mfcc_delta_std_7,delta_mfcc_delta2_mean_7,delta_mfcc_delta2_std_7,delta_mfcc_delta_mean_8,delta_mfcc_delta_std_8,delta_mfcc_delta2_mean_8,delta_mfcc_delta2_std_8,delta_mfcc_delta_mean_9,delta_mfcc_delta_std_9,delta_mfcc_delta2_mean_9,delta_mfcc_delta2_std_9,delta_mfcc_delta_mean_10,delta_mfcc_delta_std_10,delta_mfcc_delta2_mean_10,delta_mfcc_delta2_std_10,delta_mfcc_delta_mean_11,delta_mfcc_delta_std_11,delta_mfcc_delta2_mean_11,delta_mfcc_delta2_std_11,delta_mfcc_delta_mean_12,delta_mfcc_delta_std_12,delta_mfcc_delta2_mean_12,delta_mfcc_delta2_std_12,delta_rms_delta_mean,delta_rms_delta_std
-481.93072509765625,142.23989868164062,108.98873138427734,40.876644134521484,6.752363681793213,22.855131149291992,7.13207483291626,18.701908111572266,10.171531677246094,8.438692092895508,14.126973152160645,8.102118492126465,5.9317946434021,7.846188545227051,6.946981430053711,5.872506141662598,5.168913841247559,6.106960773468018,6.616130828857422,4.768407344818115,2.899722099304199,4.1487040519714355,1.5030345916748047,4.486093521118164,-1.304176688194275,4.258645534515381,1354.98100220365,1847.1396785342854,2636.3423917315695,0.05131148110971362,0.006764111574739218,143.5546875,0.5758882164955139,0.6324102878570557,0.692959725856781,0.6623959541320801,0.6197037696838379,0.6414328217506409,0.5675985217094421,0.5346571803092957,0.5369502902030945,0.5741685032844543,0.551810622215271,0.5318782329559326,sad,151_Adele - Hello (Official Music Video).wav,151,151,0.18760401010513306,2.443476915359497,0.0028532498981803656,1.3950139284133911,0.14289017021656036,1.5743507146835327,-0.00013727069017477334,0.908514142036438,0.003877288429066539,1.5823369026184082,-0.0011417068308219314,0.9345719218254089,-0.0015817293897271156,1.4573700428009033,0.0014451663009822369,0.9843286871910095,0.005324150435626507,0.994244396686554,0.0015560414176434278,0.684698224067688,0.006372840143740177,0.9163903594017029,0.0024810051545500755,0.5869811773300171,0.004117561969906092,0.7697402238845825,-8.726082887733355e-05,0.513193666934967,-0.004069069866091013,0.7209179997444153,-0.0025961091741919518,0.4864180386066437,-0.007085472345352173,0.6511690020561218,-0.0013144024414941669,0.4570891261100769,-0.0025259973481297493,0.7313814759254456,-0.0006830015918239951,0.4783751368522644,0.004593299701809883,0.5602849125862122,-0.001357325236313045,0.43730640411376953,-0.0032480559311807156,0.730866014957428,-2.8820506486226805e-05,0.5356623530387878,-0.0032279447186738253,0.590637743473053,0.0012385827722027898,0.443615585565567,4.0930167415353935e-06,0.0018664425006136298
-368.8645935058594,86.02686309814453,150.8291015625,40.1779670715332,27.298564910888672,21.054292678833008,33.388671875,12.545794486999512,18.89232063293457,11.7343111038208,9.331816673278809,10.143913269042969,8.383158683776855,10.480133056640625,0.06573712825775146,9.422947883605957,5.251291751861572,9.246916770935059,-1.676042914390564,7.679443836212158,-0.6143226027488708,7.460989952087402,1.802584171295166,6.603537082672119,0.04131999611854553,6.7693986892700195,1081.5223142067566,1741.2471740738015,2137.54540788869,0.03607007667376161,0.031817108392715454,92.28515625,0.6192209720611572,0.36774036288261414,0.35994452238082886,0.2634740471839905,0.3827715218067169,0.250823974609375,0.18782338500022888,0.33268699049949646,0.2507633864879608,0.24756376445293427,0.19914959371089935,0.3350687026977539,sad,152_All Too Well (10 Minute Version) (Taylor's Version) (From The Vault) (Lyric Video).wav,152,152,0.3191415071487427,7.0195746421813965,0.0010405756765976548,4.497206687927246,0.09011095017194748,4.767887592315674,0.0008606497431173921,2.860759735107422,0.03194158151745796,2.63348126411438,0.00370863382704556,1.4595692157745361,0.009899593889713287,1.7170401811599731,-0.0036574495024979115,1.0478709936141968,-0.010213745757937431,1.5153332948684692,-8.74342949828133e-05,0.9254428744316101,0.009950087405741215,1.4804049730300903,-0.0014332851860672235,0.8235220909118652,0.03019484132528305,1.445034384727478,-0.0024898555129766464,0.7491425275802612,-0.026712624356150627,1.4774199724197388,-0.004475455265492201,0.9292562007904053,0.018807794898748398,1.1524109840393066,-0.0036676113959401846,0.724756121635437,0.0027700969949364662,1.0322219133377075,0.003829219378530979,0.7011969685554504,0.006009833421558142,1.0664637088775635,0.0015532785328105092,0.6510939598083496,-0.006256527733057737,1.048666000366211,0.002742363605648279,0.6641161441802979,0.00278089358471334,1.0694223642349243,-0.003564057406038046,0.6775835752487183,4.115656338399276e-05,0.0030700815841555595
-197.88235473632812,88.58387756347656,132.7809295654297,46.23689270019531,-0.07161502540111542,16.813508987426758,6.1692214012146,13.363445281982422,-4.601489067077637,17.72134017944336,-2.0366671085357666,11.02645492553711,-11.22118854522705,12.298667907714844,-5.999277114868164,9.920852661132812,-5.926651477813721,9.456720352172852,-5.602797985076904,8.010575294494629,-7.934535503387451,9.348617553710938,-7.552643775939941,7.473747253417969,-5.849940299987793,10.27547550201416,1596.6730344223402,1850.5366679541642,3043.373263804905,0.06847086336590558,0.11408966034650803,143.5546875,0.21318158507347107,0.2336280345916748,0.17145012319087982,0.4361174404621124,0.5430101156234741,0.2120898962020874,0.23080836236476898,0.16629008948802948,0.2767558991909027,0.15948566794395447,0.18746337294578552,0.3543797433376312,sad,153_Bruno Mars - Talking To The Moon (Official Lyric Video).wav,153,153,0.3144930899143219,7.688385486602783,-0.03540809825062752,4.319819450378418,0.11884449422359467,5.735960960388184,0.0006934662815183401,2.8437910079956055,-0.02703232876956463,3.180116891860962,0.013261636719107628,1.7055058479309082,-0.018919264897704124,2.005361318588257,0.0038080259691923857,1.157638430595398,-0.03423445299267769,1.9914885759353638,0.009008280001580715,1.0722242593765259,-0.004320359323173761,1.7960706949234009,0.005061014089733362,0.9999275207519531,-0.0018418905092403293,1.3814500570297241,-0.0007149602752178907,0.7481555938720703,-0.0038835168816149235,1.3007946014404297,-0.00421221973374486,0.8330766558647156,0.004536590538918972,1.3590283393859863,0.0021740803495049477,0.7723183035850525,-0.017903907224535942,1.0812166929244995,0.0032556436490267515,0.6695374250411987,-0.004832317586988211,1.3552833795547485,-0.0017099982360377908,0.7512024641036987,-0.005729538854211569,1.1723109483718872,-0.0017298412276431918,0.6793245077133179,0.0050673470832407475,1.2803096771240234,0.004455852322280407,0.7925258874893188,0.00018439047562424093,0.014273164793848991
-278.6188049316406,115.62777709960938,125.81485748291016,55.06170654296875,3.09348201751709,21.805130004882812,3.663630247116089,15.304290771484375,6.462949752807617,12.66262149810791,-1.6574478149414062,10.522089004516602,-5.321714401245117,10.900328636169434,-4.71331262588501,8.664801597595215,-6.414604663848877,7.946585655212402,-0.5861327052116394,6.77918815612793,-5.8315582275390625,7.3805012702941895,-6.413941383361816,8.510189056396484,-6.13321590423584,7.2952117919921875,1287.6633091724386,1494.1993515864376,2554.392887269011,0.06329062258126934,0.0578867569565773,73.828125,0.34050464630126953,0.2802218496799469,0.3379270136356354,0.3215582072734833,0.4605030119419098,0.36138463020324707,0.33477428555488586,0.42030227184295654,0.38011664152145386,0.47510918974876404,0.304161012172699,0.26253047585487366,sad,154_Bruno Mars - When I Was Your Man (Official Music Video).wav,154,154,0.18503178656101227,7.480063438415527,0.0009327097213827074,3.6897573471069336,0.13269107043743134,4.2935051918029785,0.002427516272291541,2.3399550914764404,-0.015857646241784096,2.5276739597320557,0.003301995573565364,1.2749953269958496,-0.0043347966857254505,1.970636248588562,0.0016128187999129295,1.0270905494689941,0.0033866295125335455,1.462385892868042,0.0015210584970191121,0.7695693969726562,-0.014637409709393978,1.312825083732605,0.0026701348833739758,0.7445877194404602,-0.0007769441581331193,1.1818314790725708,0.0015544298803433776,0.6623439192771912,-0.010203467682003975,1.0313055515289307,0.00019104719103779644,0.5859430432319641,-0.017085663974285126,0.9514064788818359,-0.0016192393377423286,0.5798759460449219,-0.0001175628713099286,0.9254847764968872,-0.00032164770527742803,0.5849413871765137,-0.002197286346927285,0.9020981192588806,0.0028405042830854654,0.5574924945831299,-0.003629271173849702,0.9196200966835022,0.0013306664768606424,0.537410318851471,0.0010791540844365954,0.8409238457679749,-0.0008504423894919455,0.5355615615844727,5.5314943892881274e-05,0.010474960319697857
-302.1634521484375,67.50896453857422,156.19720458984375,43.10962677001953,-11.669657707214355,19.2449893951416,17.556650161743164,8.857110977172852,8.498205184936523,10.155864715576172,1.335433006286621,8.637237548828125,0.28973785042762756,10.300707817077637,1.119964838027954,9.96149730682373,-5.445562839508057,10.310670852661133,-16.827560424804688,8.574070930480957,-7.890978813171387,7.942329406738281,-7.8279709815979,7.3612847328186035,-8.693197250366211,7.731410980224609,1297.0278102556463,1629.5673106977897,2621.1924833409926,0.05513685480359907,0.043767474591732025,46.98153409090909,0.15835489332675934,0.13349471986293793,0.3614053726196289,0.3097573518753052,0.16849109530448914,0.39742040634155273,0.21066361665725708,0.20306627452373505,0.1320759356021881,0.3045083284378052,0.6745558381080627,0.3066706359386444,sad,155_Christina Perri - A Thousand Years [Official Music Video].wav,155,155,0.3017489016056061,6.442135334014893,-0.12477690726518631,3.6298675537109375,0.07743651419878006,3.9384148120880127,-0.06933192908763885,2.0951988697052,-0.02057022973895073,2.0324792861938477,0.01615799218416214,1.0590436458587646,-0.0038598100654780865,1.3151848316192627,0.004521975293755531,0.8389736413955688,0.004992165602743626,1.4898604154586792,0.005533086601644754,0.8056939244270325,-0.014213829301297665,1.1640092134475708,0.002480293856933713,0.6539593935012817,0.011360490694642067,1.0805926322937012,0.002528098411858082,0.6382479667663574,-0.019627677276730537,1.336172342300415,0.0056595029309391975,0.7135487198829651,0.003629012731835246,1.3449735641479492,0.0009089743252843618,0.6922374367713928,-0.0251576267182827,1.1885324716567993,0.008006547577679157,0.6084438562393188,-0.005332226399332285,1.048021674156189,0.008165714330971241,0.6220354437828064,-0.007248366251587868,1.028202772140503,0.005559202749282122,0.5847178101539612,-0.018279457464814186,0.8896752595901489,0.0009731431491672993,0.5979551076889038,6.30738795734942e-05,0.004562633112072945
-228.12127685546875,126.09781646728516,94.8084945678711,39.3424072265625,20.035573959350586,27.056196212768555,31.42990493774414,26.614606857299805,15.606853485107422,16.807790756225586,4.549626350402832,13.119725227355957,-5.473026275634766,12.1753568649292,-8.389665603637695,11.830989837646484,-7.483437538146973,12.790291786193848,-3.154916286468506,11.899681091308594,-11.340353012084961,9.925896644592285,-3.9537949562072754,8.793359756469727,-9.966506004333496,8.444738388061523,1770.826456665393,2049.22021710751,3547.078551301277,0.0741733988003096,0.11884735524654388,161.4990234375,0.18250897526741028,0.20756256580352783,0.3090828061103821,0.27157527208328247,0.3393653333187103,0.2868736684322357,0.28714725375175476,0.28394970297813416,0.31292474269866943,0.519545316696167,0.34178560972213745,0.24723654985427856,sad,156_Ed Sheeran  Thinking Out Loud  Lirik Lagu Terjemahan.wav,156,156,0.33768782019615173,11.985426902770996,0.038846295326948166,6.649406433105469,0.09874876588582993,6.991204738616943,0.03085140511393547,3.7598354816436768,0.0007926539401523769,4.252120494842529,-0.0038138546515256166,2.25640606880188,0.03765825554728508,3.5122575759887695,0.004448035731911659,1.9171708822250366,0.014695421792566776,2.7173964977264404,0.004125300794839859,1.4871585369110107,0.012584668584167957,2.171246290206909,0.0008282418129965663,1.2646771669387817,-0.0034079153556376696,1.8300256729125977,0.003513753181323409,1.0545583963394165,0.007578185293823481,1.590263843536377,-0.0051922984421253204,0.9393018484115601,0.010245428420603275,1.94228994846344,0.002813454484567046,1.0672149658203125,0.006713216658681631,1.6039481163024902,-0.0034306736197322607,0.9246804118156433,-0.0066847712732851505,1.542881965637207,-0.006961893290281296,0.8853855729103088,0.0009738830849528313,1.2615615129470825,-0.0023041449021548033,0.7756710648536682,-0.013316216878592968,1.3953853845596313,0.0006126715452410281,0.8085187673568726,0.00010763307363959029,0.022632595151662827
-261.0538635253906,103.14009094238281,134.85545349121094,45.42826461791992,10.6705961227417,17.359146118164062,29.653709411621094,20.807558059692383,1.9659346342086792,11.876913070678711,8.05575180053711,10.453454971313477,6.923988342285156,10.372657775878906,-0.615073025226593,12.31805419921875,-2.3011794090270996,10.12693977355957,1.5686837434768677,7.299138069152832,-4.255767345428467,9.487937927246094,-0.09615834057331085,7.416831970214844,-7.677670955657959,9.846752166748047,1268.8590539046916,1741.6094732015004,2500.759878247146,0.04889728557952786,0.0703677162528038,103.359375,0.6400582790374756,0.4472837746143341,0.40888071060180664,0.5112727284431458,0.3605957627296448,0.36831486225128174,0.3199021518230438,0.4019352197647095,0.5917439460754395,0.4245396554470062,0.374681293964386,0.4137672483921051,sad,157_Ed Sheeran - Perfect (Official Music Video).wav,157,157,0.407103031873703,5.779478549957275,-0.02709697186946869,2.777160167694092,0.07956133037805557,3.549100637435913,0.001683215843513608,1.674903392791748,-0.019212236627936363,2.305826187133789,-0.00173286406788975,1.2653436660766602,0.03380238264799118,1.8001340627670288,0.004747328814119101,0.952925443649292,-0.014387019909918308,1.368285894393921,-0.0103940200060606,0.7104183435440063,-0.009285449050366879,0.9418559670448303,0.003431974910199642,0.5952471494674683,-0.0035131312906742096,1.1937330961227417,0.004961053840816021,0.6829579472541809,-0.008464476093649864,1.0877752304077148,-0.0021894178353250027,0.6286141872406006,-0.019628193229436874,0.9883761405944824,0.000801708665676415,0.5787060856819153,0.02530224248766899,0.9437875747680664,0.0006140091572888196,0.539093554019928,-0.016557669267058372,0.8548080921173096,-0.002612869953736663,0.5567138195037842,0.003570315195247531,0.9090089201927185,0.005947780795395374,0.517971396446228,-0.028594383969902992,0.8277469873428345,-0.0019821675959974527,0.5443882346153259,0.00018641611677594483,0.007247222121804953
-304.3574523925781,108.60363006591797,113.8803482055664,42.929222106933594,20.848508834838867,23.87464141845703,27.659929275512695,16.335433959960938,22.53561019897461,14.285234451293945,11.370535850524902,12.230620384216309,2.5866587162017822,9.446471214294434,0.6284982562065125,8.291757583618164,-7.119105815887451,10.380135536193848,-7.948421478271484,9.770370483398438,-8.597769737243652,8.22649097442627,-7.176366329193115,9.346657752990723,-12.458290100097656,7.1395745277404785,1210.2470229664348,1817.4102464370094,2378.4772843399282,0.03889356678115325,0.07475461810827255,71.77734375,0.21392583847045898,0.22913183271884918,0.20557944476604462,0.4353501498699188,0.5383126139640808,0.3054412603378296,0.15997955203056335,0.2062370330095291,0.35983672738075256,0.2621323764324188,0.18771342933177948,0.2919899821281433,sad,158_Ed Sheeran - Photograph (Official Music Video).wav,158,158,0.3467015326023102,12.946268081665039,0.004855392035096884,8.033010482788086,0.07546398043632507,5.4290642738342285,0.0007427676464430988,3.2486205101013184,-0.014022198505699635,3.2804348468780518,-0.0011368074920028448,1.681677222251892,0.00162310351151973,2.1821749210357666,-0.0002457584487274289,1.1731520891189575,0.00600549066439271,1.851270079612732,0.0032790342811495066,0.9247962832450867,0.01158452220261097,1.6291029453277588,-0.002274877391755581,0.9375152587890625,-0.01667708344757557,1.364275336265564,-0.0006529626552946866,0.8518723249435425,0.001219466794282198,1.403261423110962,0.0006042519817128778,0.8601241707801819,-0.02013535052537918,1.6110799312591553,0.003157122991979122,0.8834394812583923,0.009984472766518593,1.4291914701461792,-0.00016152988246176392,0.7962831258773804,-0.010705082677304745,1.21482515335083,0.003397773252800107,0.7199376821517944,-0.021480493247509003,1.3469239473342896,0.0045487056486308575,0.7079230546951294,-0.009190366603434086,1.0762616395950317,0.0020328545942902565,0.6619309186935425,8.353910379810259e-05,0.01084498967975378
-219.30795288085938,87.9422378540039,150.51641845703125,49.393455505371094,-17.297842025756836,22.764020919799805,5.403852939605713,18.82996368408203,18.63035774230957,17.320247650146484,-2.011413097381592,11.261150360107422,-6.395049571990967,10.717114448547363,-3.5810463428497314,8.162837982177734,-5.220484733581543,8.818053245544434,-5.158160209655762,7.988813877105713,-10.252267837524414,8.022391319274902,-6.516512393951416,7.387910842895508,-5.829934597015381,7.954235076904297,1388.8252554664682,1474.85291503498,2683.2337748524574,0.07820852179276316,0.08853230625391006,60.09265988372093,0.5058791041374207,0.2939794659614563,0.2992313802242279,0.2585785984992981,0.43671220541000366,0.5050848126411438,0.2644459903240204,0.3620463013648987,0.23670551180839539,0.38442227244377136,0.23026084899902344,0.27178654074668884,sad,159_Harry Styles - Sign of the Times (Official Video).wav,159,159,0.23922112584114075,6.791453838348389,-0.007515662349760532,3.4545772075653076,0.13767114281654358,5.689570903778076,-0.00030686979880556464,3.0015244483947754,0.021874764934182167,2.4755101203918457,0.004004151560366154,1.415802240371704,-0.011436225846409798,2.2190654277801514,0.00011395355977583677,1.0363032817840576,-0.009518221952021122,1.5344446897506714,0.00488717807456851,0.8787246942520142,-0.0036502305883914232,1.2739441394805908,-0.0015618950128555298,0.734694242477417,-0.008745112456381321,1.3347249031066895,0.003672934602946043,0.7019845247268677,-0.0029129229951649904,1.1649096012115479,-0.0008087569731287658,0.6555478572845459,-0.010599975474178791,1.1185739040374756,-0.002009783638641238,0.6521294116973877,-0.018034731969237328,1.1513572931289673,0.000728880288079381,0.6419351100921631,-0.013075004331767559,0.9664872884750366,0.0024666087701916695,0.5571300387382507,-0.004645740147680044,0.9088529348373413,-0.0025691576302051544,0.5360491275787354,0.002653801813721657,0.9909369349479675,-0.005426347255706787,0.6078130006790161,7.664558506803587e-05,0.010576039552688599
-301.5167236328125,113.17156982421875,109.26717376708984,36.27876281738281,-19.4582462310791,38.546714782714844,0.30160436034202576,24.688249588012695,-16.90353012084961,16.02210807800293,-2.191472291946411,12.30275821685791,-4.067056179046631,13.522924423217773,3.4315781593322754,10.989991188049316,-10.905284881591797,13.120833396911621,-5.095640659332275,11.682741165161133,-2.1177027225494385,9.008665084838867,3.6186201572418213,9.410975456237793,2.043130874633789,9.540862083435059,1914.0834511663159,2017.083888542366,3623.119758157169,0.09741021974167957,0.028834927827119827,92.28515625,0.43860363960266113,0.33360445499420166,0.41298428177833557,0.5738248825073242,0.39460432529449463,0.40847262740135193,0.297385573387146,0.29923316836357117,0.2575317621231079,0.2825901508331299,0.42010951042175293,0.36767545342445374,sad,160_Imagine Dragons - Demons (Official Music Video).wav,160,160,0.4183608591556549,8.276581764221191,-0.022256091237068176,3.6818673610687256,0.11040499061346054,4.390254974365234,-0.015918657183647156,2.3692126274108887,-0.014483381994068623,3.2408618927001953,0.02663455344736576,1.596781611442566,0.008999592624604702,2.136456251144409,0.014397497288882732,1.0536731481552124,-0.043454088270664215,1.991286039352417,-0.003655847394838929,0.8563219904899597,0.003942506853491068,1.5999189615249634,0.008303061127662659,0.8662412166595459,-0.012108167633414268,1.5123777389526367,0.0013995860936120152,0.8168360590934753,-0.001676913001574576,1.6480214595794678,0.0016951460856944323,0.8898460865020752,-0.0351029708981514,1.4040172100067139,0.002720507560297847,0.7679975032806396,-0.011085890233516693,1.2836408615112305,-0.0029471481684595346,0.7202953100204468,0.00125181267503649,1.1778956651687622,-0.0015235728351399302,0.6811937093734741,0.008907612413167953,1.1012649536132812,-0.006071982905268669,0.6461736559867859,0.011909836903214455,1.3544501066207886,0.004327200818806887,0.7421128749847412,3.191479481756687e-05,0.0024621072225272655
