mfcc_mean_0,mfcc_std_0,mfcc_mean_1,mfcc_std_1,mfcc_mean_2,mfcc_std_2,mfcc_mean_3,mfcc_std_3,mfcc_mean_4,mfcc_std_4,mfcc_mean_5,mfcc_std_5,mfcc_mean_6,mfcc_std_6,mfcc_mean_7,mfcc_std_7,mfcc_mean_8,mfcc_std_8,mfcc_mean_9,mfcc_std_9,mfcc_mean_10,mfcc_std_10,mfcc_mean_11,mfcc_std_11,mfcc_mean_12,mfcc_std_12,spectral_centroid_mean,spectral_bandwidth_mean,spectral_rolloff_mean,zcr_mean,rms_mean,tempo,chroma_mean_0,chroma_mean_1,chroma_mean_2,chroma_mean_3,chroma_mean_4,chroma_mean_5,chroma_mean_6,chroma_mean_7,chroma_mean_8,chroma_mean_9,chroma_mean_10,chroma_mean_11,mood,filename,file_id,file_id_clean
-178.90295,135.7723,96.24174,35.76027,4.4375854,46.4552,7.9832716,24.693836,-9.004612,17.39832,-9.664738,19.930798,-15.069992,18.752613,-16.001503,20.85241,-3.8648682,16.421276,3.2341478,14.034439,-3.7850912,16.781742,0.07848118,12.407577,-4.257983,11.576222,1737.6753918045617,1859.6080942054368,3454.5374442180246,0.07544134275832043,0.1835591,117.45383522727273,0.42629457,0.27401474,0.38760516,0.21853104,0.4848526,0.17062496,0.13287842,0.29154807,0.16487823,0.131906,0.09854776,0.21005253,relaxed,68_NIKI - lowkey (Lyrics) - Dan Music.wav,68,68
-225.68477,112.0508,114.657036,55.117798,6.4536557,40.178474,11.824739,29.502932,20.22909,17.885458,9.425246,14.34215,-1.8691036,15.019654,-1.3430709,15.03393,-11.969466,11.973023,-4.673603,12.986567,-6.900082,9.35321,-8.145524,8.250763,-6.1399474,11.592617,1484.0095138292734,1695.3395010012457,2780.4248538179663,0.0691458403879644,0.14077832,123.046875,0.35136235,0.43025944,0.39352912,0.34508473,0.5111221,0.34732458,0.44214773,0.37236553,0.29299924,0.33531752,0.3039662,0.40837866,relaxed,69_Paul Partohap - BEAUTiFUL (Lyric Video) - paul partohap.wav,69,69
-66.307236,65.38876,100.17786,34.329086,9.100085,19.758034,23.485771,15.536408,5.8494234,13.47798,5.299895,11.947102,2.5779238,10.497571,6.2410026,9.387731,-11.050928,10.378021,7.8977375,10.241631,-5.5397468,7.9041834,-1.761591,6.953897,3.4599216,8.27649,2130.310709656822,2449.653723945904,4573.522344536087,0.07946739551083591,0.23614715,129.19921875,0.4654462,0.36466005,0.32739133,0.41308063,0.33704284,0.3587244,0.2841157,0.36405724,0.48992518,0.34810176,0.34131154,0.30633685,relaxed,70_Ricky Montgomery - Line Without a Hook (Official Lyric Video) - Ricky Montgomery.wav,70,70
-332.72858,119.59509,144.1145,58.862602,-40.925503,35.622597,11.014928,16.767159,17.293413,14.489165,-2.409188,16.450672,6.1952844,12.548666,-7.4982705,12.108876,-10.08649,11.536162,-6.7620106,8.681218,-16.652756,9.2199955,-25.3266,11.354072,-28.963856,11.851345,1114.681138323729,1159.3755355652725,2175.3201794698143,0.05896903117743808,0.06525044,161.4990234375,0.26724622,0.3520611,0.25468814,0.29564083,0.29979137,0.13846101,0.16825014,0.13012831,0.19621354,0.15217258,0.16448534,0.32597622,relaxed,71_THANK YOU 4 LOVIN' ME -  Paul Partohap (lirik video) - AnyTime Music.wav,71,71
-247.08011,125.01399,113.21224,36.29261,5.576842,27.266489,25.737053,20.039038,5.3079467,16.58964,-9.915282,12.933634,-15.605704,11.140715,-10.232285,14.533176,-16.215816,11.39317,-9.396136,13.559018,-13.595711,7.035494,-5.3249135,10.249824,-10.4604435,7.729618,1540.7871976153272,1685.3557299266836,3122.539451764464,0.07213864164086688,0.076499544,75.99954044117646,0.22985868,0.18227656,0.29992375,0.3533961,0.27221254,0.39694732,0.23297592,0.36598498,0.16267681,0.19231185,0.4537413,0.26187238,relaxed,72_The Walters - I Love You So (Lyrics) - Vibe Music.wav,72,72
-81.644646,56.507824,138.3042,26.544834,-29.6126,20.509264,52.312244,18.169464,-0.40554383,15.676208,4.4482303,11.740886,0.6823825,9.506953,8.490931,11.077232,10.709229,9.972186,-4.0515494,9.646387,3.297382,9.0503,9.103626,9.264171,-2.2224865,7.8112087,1422.6343288158673,1691.4395784269875,3077.0230603291893,0.055132319683630034,0.32536766,143.5546875,0.3763356,0.54667926,0.5950143,0.58131623,0.5130334,0.52129126,0.4448674,0.3512772,0.40798274,0.308354,0.37016335,0.3570498,relaxed,"73_Tyler, The Creator - Answer (Lyrics) - Rap City.wav",73,73
-82.09896,70.42972,143.32204,40.278004,-0.02464507,20.216698,32.98709,15.208345,10.514616,11.974833,7.4064026,10.512583,-7.9106035,9.953158,4.8406262,8.106961,-0.12364879,7.618361,-4.3031836,8.856173,-2.6382852,6.2188196,-1.3392249,6.43143,-6.966138,7.7599797,1387.04864713846,1837.3396732130632,2846.5577872544986,0.054509874467879256,0.2711486,135.99917763157896,0.25499544,0.35994676,0.40749863,0.30671564,0.34509033,0.31036684,0.4818528,0.31119397,0.26373515,0.4452472,0.35598975,0.31516433,relaxed,74_wave to earth - bad (Lyrics) - Alternate.wav,74,74
-133.43613,111.46858,148.55159,34.01852,-26.967297,17.159933,31.193024,11.228801,-1.7132448,11.831435,-1.5000076,9.9059305,-6.600033,10.208521,4.3035502,7.7410035,-2.803419,7.989314,-1.3013037,7.282178,-0.06489832,6.2917256,0.8935322,7.2734685,-0.13752161,7.4816732,1349.2734634466576,1570.2560209208625,2629.742431640625,0.06773655185758513,0.17896564,123.046875,0.27214333,0.6144529,0.29260987,0.18821028,0.30887783,0.37346628,0.37565243,0.17802985,0.3390771,0.47604138,0.2084495,0.27219135,relaxed,75_wave to earth - love. (Lyrics) [HAN_ROM_ENG] - hazelnut latte.wav,75,75
-98.643074,92.71532,81.616714,20.783245,-17.277624,10.698549,36.283768,10.428792,14.029173,13.827208,0.62252486,7.183598,0.91825694,6.567494,4.6834073,7.97822,-5.1426573,7.0554852,-0.4969448,5.3664584,-4.353314,6.2739716,0.60897374,6.206737,-2.4511328,6.2985888,2275.0019152248196,2341.5222172840568,4474.214611703028,0.10725256385448917,0.13767089,86.1328125,0.37481034,0.29978612,0.2633257,0.70387566,0.4420261,0.4177799,0.6273421,0.40558937,0.22854404,0.20903587,0.29856238,0.5606998,sad,176_@coldplay - Yellow (Lyrics).wav,176,176
-227.9079,82.275444,102.34429,25.520012,7.4473934,25.84082,42.343327,22.937996,20.50693,14.018271,18.369896,17.759514,0.87945426,8.154884,-0.5776351,7.584384,-6.229366,9.125263,-9.046881,7.7549734,-8.9788265,11.115208,-10.958111,11.66729,-12.636058,9.387637,1486.0113207457966,1952.9562854758394,3085.823007117115,0.06074868783862229,0.11198702,92.28515625,0.43685558,0.278502,0.2746196,0.20016971,0.37048194,0.49936122,0.24724929,0.14160632,0.20077164,0.37272605,0.23617433,0.21338089,sad,177_@ConanGray - Heather (Lyrics).wav,177,177
-273.26605,121.14438,141.32295,47.383167,30.28691,38.792995,29.3793,19.95429,8.536123,18.996222,-1.9050848,11.713793,-11.398705,12.954519,-8.027652,10.773203,-20.990358,9.971804,-18.613262,8.842183,-13.55702,10.223626,-15.71296,7.79698,-17.306675,7.845881,1305.0716271207884,1670.5099313624705,2376.1522983988,0.05581069804566564,0.09087549,151.99908088235293,0.07756656,0.07264417,0.1742527,0.14254636,0.33428627,0.5659417,0.2714144,0.49522382,0.26800573,0.31939384,0.16014446,0.25914714,sad,178_Arctic Monkeys - 505 (Lyrics).wav,178,178
-262.74246,122.15443,144.90213,62.53119,20.184181,19.459963,10.283175,13.40716,13.698115,14.98743,7.3902893,12.777123,8.6785345,10.950213,-3.6853733,9.369884,-14.434722,12.4165945,11.25131,12.368781,0.7720009,9.060356,2.9336598,8.669589,-3.2777095,7.0019345,1038.1771815763348,1571.235128262886,1968.0297662599169,0.033681958083397835,0.10336091,184.5703125,0.29322684,0.3465237,0.49416897,0.46772313,0.35037705,0.4247832,0.24797854,0.21970485,0.19873689,0.18738692,0.3061564,0.26059076,sad,179_as the world caves in - matt maltese  lyrics.wav,179,179
-392.38947,76.868515,135.41585,30.429909,68.676704,26.781576,34.68803,14.274983,11.980343,11.74672,6.4440722,10.234459,3.2451217,8.015876,-2.4454315,12.46546,-0.6811254,9.008952,-4.8320894,7.6283517,-5.970348,6.346802,-5.7058077,5.9264474,-6.3576193,6.2967734,568.8282582918084,952.6176331791868,939.7359842117356,0.026068625435371518,0.0486128,112.34714673913044,0.15016924,0.29471037,0.25603122,0.22917293,0.33057883,0.2516801,0.23266739,0.21329744,0.45552057,0.42547795,0.20341721,0.18732697,sad,180_Billie Eilish - everything i wanted (Lyrics).wav,180,180
-220.86331,116.322296,111.24712,56.782635,13.045058,18.638287,10.937835,20.042595,6.1717644,13.647043,22.475794,9.509248,13.413222,9.138213,10.667508,9.414822,-1.8810472,10.472927,-0.08875097,9.102265,-2.3885756,10.641311,1.3593017,9.473894,-3.1265242,9.054401,1881.6553373812758,2160.3739665641874,3875.393232693982,0.08239594923084366,0.09732765,129.19921875,0.5206147,0.30717134,0.31123263,0.26879877,0.42244166,0.28987643,0.42075709,0.5246839,0.3718991,0.43993914,0.40648168,0.6509285,sad,181_chamber of reflection  mac demarco (lyrics).wav,181,181
-124.67444,55.14485,159.3867,39.509266,3.0868838,14.518973,30.007038,10.37153,-2.7979457,8.224299,10.22132,8.499731,2.3846421,8.189526,7.061836,6.882624,0.2152511,7.724047,2.5405912,7.503216,-0.3011489,6.6758933,0.47157925,7.395182,-3.178403,7.0735397,1160.248254053694,1575.5259181745082,2264.2946414534154,0.0481837600377322,0.22508937,129.19921875,0.3864594,0.37517732,0.24798302,0.2957758,0.44131407,0.2510971,0.32379702,0.35933182,0.55965644,0.3833868,0.27650952,0.42366296,sad,182_d4vd - Here With Me (Lyrics).wav,182,182
-147.91351,106.93909,103.16332,36.665527,27.359133,15.265154,37.833668,15.1808815,9.438617,10.117048,15.535005,9.295006,6.516647,8.950466,8.79594,7.895759,4.9611263,7.793237,9.047463,7.4112434,-0.96715885,7.2017827,7.3235765,7.3706474,1.2793139,6.6945357,1765.6769264658171,2339.1157054360965,4051.225502793634,0.05180543125967492,0.1837393,161.4990234375,0.5023481,0.55730444,0.5557131,0.4771805,0.42194805,0.38080153,0.40732387,0.33001786,0.34230572,0.4146805,0.4249387,0.4734204,sad,183_Djo - End Of Beginning (Lyrics).wav,183,183
-133.76962,79.07483,115.446075,44.63752,5.430437,20.211325,13.094784,14.365566,1.5848124,9.953901,3.3990464,13.146375,-16.156748,10.266279,8.981775,9.004221,-7.3815155,9.839638,-4.38676,7.091674,-3.9229128,7.1429057,1.5724175,7.1184454,-8.73454,8.564169,1996.6004834416171,2232.1435067563543,4169.241455833979,0.08756485221555728,0.13228948,99.38401442307692,0.2546528,0.42838895,0.24942537,0.2442046,0.39490557,0.23642606,0.34564385,0.19636169,0.33421284,0.48716024,0.27489462,0.31300965,sad,184_James Arthur - Car's Outside (Lyrics).wav,184,184
-51.533764,47.698315,108.00699,20.020433,-15.326877,13.30251,19.496284,8.921464,10.28901,8.251233,8.8692045,7.495589,4.455382,7.531278,6.856049,7.009349,-0.25183436,6.9212747,-0.9024947,7.3206825,-0.81360394,6.744281,-0.27657437,6.494073,-0.59241134,5.6381702,1967.1422588498751,2312.333414712993,4084.200303399526,0.07545608189821981,0.20965096,80.74951171875,0.21676491,0.39961556,0.52600306,0.3628299,0.35549504,0.27733892,0.3938322,0.36966208,0.4288469,0.63806117,0.39773858,0.30332625,sad,185_Joji - Love You Less (Lyrics).wav,185,185
-63.57855,84.89084,103.726105,32.25847,-0.66572624,15.476413,25.224113,12.84404,15.228289,10.445538,12.107898,10.367948,6.963575,8.15963,5.092166,9.817302,1.0068046,8.252979,0.18524441,6.9473996,-2.3808253,7.3956356,3.5995533,7.110208,-1.4402033,6.706152,2063.5089917967093,2474.0187031330884,4508.647736823965,0.07290091972232972,0.23998708,86.1328125,0.29673484,0.36762297,0.26982397,0.26017728,0.36408836,0.23878106,0.2553784,0.30971828,0.5629364,0.787509,0.36663234,0.2862836,sad,186_Keane - Somewhere Only We Know (Lyrics).wav,186,186
-199.03787,81.4338,98.135994,33.080025,-41.280266,21.26324,4.860985,18.305906,-10.872217,12.079406,-16.831686,16.091217,-17.107725,9.195813,-10.89807,10.2854185,-8.264694,10.078909,1.8386979,9.972599,-1.487868,7.7927995,-0.15103169,9.475293,-9.923178,10.782415,2081.5124186477096,2001.2933953035058,3897.88476335744,0.10871740760448917,0.071843915,52.734375,0.27260205,0.6944989,0.25273892,0.28709388,0.29037204,0.18026774,0.24380481,0.17706929,0.4242867,0.21331687,0.12187683,0.1532929,sad,"187_Lady Gaga, Bruno Mars - Die With A Smile (Lyrics).wav",187,187
-284.17422,65.610085,143.91339,38.18331,30.503695,24.78342,28.15693,13.554343,26.647043,13.20941,11.805982,13.836948,10.194647,10.220399,-2.6958814,10.627465,-2.1939583,8.8099785,-4.380093,9.559034,-9.161449,9.112015,-2.6130102,7.2225184,-4.5253625,6.8985724,990.3566985732826,1557.3161921013557,1764.4309973938177,0.0314601272252322,0.109863244,129.19921875,0.291788,0.18961398,0.109490536,0.12269708,0.10351652,0.21233888,0.27086288,0.37247926,0.4337889,0.42367843,0.45755884,0.4164954,sad,188_liana flores - rises the moon (Lyrics).wav,188,188
-340.8028,92.18889,99.06322,34.60623,67.154495,28.892845,47.019115,25.092556,34.847706,23.578686,28.566883,13.564129,26.754335,13.160092,8.854468,12.6792145,7.7737103,9.119026,8.054107,12.490833,-6.0899625,11.10544,9.236845,10.967551,-8.185909,16.010002,1077.0310120894567,1859.6367788194143,2551.8012362737036,0.0210954884626548,0.15767777,99.38401442307692,0.5486877,0.45656887,0.42278358,0.35925817,0.39381927,0.37309447,0.28463528,0.25380358,0.18047494,0.170912,0.21591009,0.37726825,sad,189_mitski - first lovelate spring (lyrics).wav,189,189
-185.50232,93.78381,119.255104,36.983013,-17.093178,16.28256,18.503109,16.438774,-3.8404465,14.591217,7.2449803,9.725073,-16.746336,12.680284,-3.1039734,9.125736,-8.853242,8.605521,-8.635191,9.113688,-15.185681,12.103966,-10.473808,8.516741,-18.438183,8.493593,1565.4937586214764,1868.5519760995671,3150.0059523449595,0.06570821945143189,0.11177168,86.1328125,0.24153824,0.26481327,0.12744798,0.22729951,0.43688786,0.27280742,0.3771397,0.20337242,0.28069094,0.2706772,0.27744898,0.4215733,sad,190_New West - Those Eyes (Lyrics).wav,190,190
-213.09041,80.67308,102.86117,33.763866,6.193619,16.440804,32.075684,13.181499,15.656159,11.356381,15.687485,12.273444,11.786925,9.608217,5.8004737,7.5663986,-4.5352902,9.513065,-1.0515288,10.822489,-14.606155,7.5878754,-4.95372,7.9997287,-8.528034,7.076579,1699.5601197067358,2222.522435924834,3801.1603482367454,0.05278690680630805,0.09746534,73.828125,0.12035979,0.30553758,0.30944088,0.29480514,0.3769339,0.27479467,0.18058446,0.21378855,0.3439474,0.69494843,0.4675159,0.1676783,sad,191_Radiohead - Fake Plastic Trees(Lyrics).wav,191,191
-174.66223,82.10629,114.79546,42.485798,1.3000371,22.450027,12.632231,20.691717,0.46077895,16.549782,-7.640675,13.770194,-3.3712919,11.903207,-13.566525,13.008921,-22.782602,13.466802,3.3099158,13.302293,-21.128633,12.045165,-2.1584778,9.809558,-12.467028,10.945777,1719.713353760951,2090.542888487275,3461.1207377430824,0.06222222390189629,0.15129349,107.666015625,0.30785468,0.22336268,0.20270066,0.16916595,0.2598018,0.40949884,0.28537008,0.32186815,0.25346768,0.271892,0.17668161,0.14694336,sad,192_Rex orange county - happiness (lyrics).wav,192,192
-223.06712,75.53849,161.99805,32.443123,-10.451823,19.575659,13.420428,15.276076,2.1577342,16.187643,-3.7634647,9.1895895,-2.0051184,9.235399,-8.468376,11.08382,-3.4111948,10.78385,-13.853758,9.610891,-7.5571303,7.550629,1.0058031,8.871379,-9.878499,9.9472885,1159.121298216236,1419.415020939312,2083.262402797262,0.05819730492937306,0.10191317,57.421875,0.21564807,0.36851045,0.1909369,0.3554318,0.4063107,0.30083686,0.38911194,0.12717605,0.16515948,0.12378589,0.304251,0.35099277,sad,193_Rio Romeo - Nothings New (Lyrics).wav,193,193
-100.89242,72.13428,100.29979,36.905273,6.270686,17.743017,34.33134,12.328153,3.3088994,10.430281,-3.1543474,13.579761,6.628334,13.142762,-6.023504,9.952542,2.4722238,9.682749,-0.58820677,11.671537,-11.202772,9.780685,-5.360179,7.741844,-11.180083,7.651019,2190.6368077442585,2387.6530987125943,4551.730809639851,0.09473638859326626,0.1535504,151.99908088235293,0.2897569,0.30260658,0.26238003,0.3642695,0.55742234,0.40635237,0.333829,0.3054845,0.5401002,0.28798604,0.21632515,0.40753907,sad,194_Suki Waterhouse - Good Looking (Lyrics).wav,194,194
-149.94933,80.73178,90.11806,21.32304,-31.313684,12.311178,46.351063,10.239776,15.947894,6.820389,3.8901618,7.4538484,-2.2826416,6.2887993,17.798054,6.9434414,-0.15776604,5.693183,-3.6288412,6.365012,2.4572117,4.6240396,0.7244114,6.8334928,-6.79342,5.8102694,2148.9696228565003,2047.4938432939427,3931.701225540586,0.13887028649864552,0.073513076,89.10290948275862,0.27680963,0.74217486,0.4417357,0.38829622,0.54218405,0.32082677,0.281665,0.26423788,0.42757547,0.4880531,0.3272557,0.2710253,sad,195_Surf Curse - Freaks (Lyrics).wav,195,195
-205.39877,111.70675,129.95105,28.865938,1.8327433,28.396145,18.862965,11.901975,10.043363,13.939366,12.393354,9.777255,-1.3695748,7.589562,-0.373168,9.183668,-3.8864293,8.211219,-3.4346251,12.353627,-7.22099,10.981664,-3.601697,10.419528,-6.909942,8.333124,1291.9521468645346,1788.4322296175583,2635.925727584414,0.042692863535216716,0.1412894,151.99908088235293,0.18781357,0.41811538,0.5649236,0.39184314,0.39896202,0.3134847,0.5238865,0.381044,0.2157282,0.24360625,0.16017126,0.17161489,sad,196_Telephones - VACATIONS  [LYRICS].wav,196,196
-110.23687,102.5226,108.568054,40.992435,3.2247727,25.051596,22.431807,13.757925,8.050618,11.696243,8.424413,11.119359,-0.8588444,9.931058,3.3979568,7.7603984,-2.7636578,8.78292,1.9569285,8.105308,-0.9451496,7.1653194,2.075698,8.967593,-4.405748,7.5456924,1999.6425575702144,2266.088328828486,4115.0917832696405,0.08669713259481424,0.1891815,78.30255681818181,0.2533669,0.32857552,0.2635193,0.27262703,0.35428888,0.26564735,0.36218587,0.30799222,0.47756758,0.6564152,0.32505518,0.2952616,sad,197_The Fray - Look After You (Official Lyric Video).wav,197,197
-214.99301,60.731705,161.44499,49.260128,-10.230372,17.215225,8.064605,33.961697,3.297225,14.113119,-11.245006,19.729956,-5.688475,11.642224,1.3009291,14.636024,0.070410475,9.894442,-0.95485365,10.374207,-4.9138594,10.561848,-5.5821795,8.626648,-7.8759418,8.153142,1062.9041277898555,1193.2542257235536,1938.2632795871227,0.05742671246130031,0.12465474,86.1328125,0.35633242,0.28853083,0.5669548,0.3921393,0.18104334,0.27409732,0.26406845,0.37269545,0.29901406,0.58308506,0.57490844,0.3009931,sad,198_The Neighbourhood - Daddy Issues (Lyrics).wav,198,198
-97.94533,81.853096,127.632996,48.310055,-1.4487085,35.459343,22.748222,15.29612,3.624303,12.507385,-8.6093855,23.174376,-3.8599188,11.728326,-0.19631949,11.43447,-4.256041,14.026562,-3.8522522,13.529717,-6.224955,11.730986,-1.6079298,10.37591,-3.7488198,9.3755045,1711.1592062687498,2017.4187273693,3698.0109719669117,0.06522333954140867,0.2624336,117.45383522727273,0.21798475,0.3512996,0.5407028,0.35061702,0.23177738,0.29422268,0.43914482,0.44306543,0.26682225,0.35089013,0.50639117,0.28770864,sad,199_The Neighbourhood - You Get Me So High (Lyrics).wav,199,199
-413.3345,73.78292,163.75038,63.731964,59.569168,16.686432,17.39691,18.299465,8.488947,21.33905,-9.405806,13.5976515,-20.178757,11.267616,-16.2499,11.133547,-11.976623,9.506778,-10.629007,8.186548,-7.4049907,8.480906,-2.9625432,8.492621,-1.8524035,7.5461574,462.9578257051793,479.98613831386814,650.5793993687113,0.038361446038119196,0.072799526,92.28515625,0.5004837,0.24381381,0.24531357,0.22214387,0.6109057,0.46611556,0.258051,0.31110913,0.22736432,0.42673165,0.25174537,0.2280101,sad,200_øneheart x reidenshi - Snowfall(Lyrics).wav,200,200
-203.87479,108.40458,108.18549,55.848236,22.79952,28.07879,4.248362,19.181509,4.123343,15.484904,-16.142967,14.968387,-15.062993,12.560972,-2.1005144,10.243444,-15.736793,12.562501,-3.4154925,10.504333,-20.763975,13.133,-11.095928,9.530862,-14.425089,8.865345,1942.4785934497238,2125.9274380903357,4279.732454376693,0.07933512117840558,0.13789092,99.38401442307692,0.25781268,0.18629102,0.33977482,0.23183712,0.12849559,0.18626429,0.06755514,0.09438482,0.1310022,0.4612741,0.6148575,0.24113932,relaxed,100_The Script - The Man Who Can't Be Moved.wav,100,100
-246.28967,72.92057,153.22159,27.080723,25.761852,17.377583,23.148851,13.987929,2.9802434,14.336077,15.328946,10.379172,5.1319885,8.232382,-3.1500657,9.9008875,1.8216546,8.536299,-13.157385,10.359994,-11.250876,8.504936,-6.5765843,8.214539,-1.3924626,6.6805577,940.651134753385,1599.9674193065753,1557.3072498427825,0.03225150565982972,0.124714226,112.34714673913044,0.267355,0.36127585,0.2718308,0.24460179,0.32374737,0.1802023,0.13841547,0.17748074,0.35378295,0.5674522,0.3506326,0.25978482,relaxed,76_beabadoobee-Coffee_.wav,76,76
-236.82382,104.27658,171.521,49.049004,-41.428967,14.957399,19.91126,11.003043,-0.6739025,10.736885,3.4541378,8.607797,-10.869887,8.685248,-13.127765,8.220858,-11.030943,6.6695957,-11.409917,7.534963,-6.1432066,6.47054,-6.284104,7.1170573,-9.054197,5.3076625,1001.8547099393832,1101.8415737178905,1843.2888538844813,0.05687758501838235,0.07698432,73.828125,0.55546296,0.30169454,0.4839451,0.19264185,0.18234551,0.28153014,0.17110302,0.2828027,0.18077177,0.45923176,0.27358058,0.19411021,relaxed,77_Coldplay-The Scientist.wav,77,77
-283.22775,86.4888,150.9177,40.25817,-26.341297,31.79447,35.732166,21.313103,-4.1671143,17.926655,-30.516777,12.299958,-13.362172,10.668142,-17.988089,8.646818,-15.169741,10.289604,-12.198098,9.353476,-10.802666,9.761582,-14.085313,9.32256,-15.396172,9.228701,1179.6440953378437,1165.7560039395041,2207.236653141931,0.06369122484520123,0.070963435,161.4990234375,0.18082255,0.13816676,0.15849434,0.22561948,0.5615286,0.26597401,0.3324184,0.22870147,0.13133898,0.1984663,0.21002212,0.41000518,relaxed,78_Everybody Loves An Outlaw - I See Red (Official Lyric Video).wav,78,78
-240.33284,90.19019,115.824326,43.206966,24.244135,20.375555,32.91088,21.162374,7.377378,14.527201,3.0601666,13.334973,1.0597597,13.339576,0.84284043,8.979131,-5.575646,9.8139305,-4.366353,11.721791,-14.017944,9.782668,-0.8193213,8.41132,-15.434097,9.3293705,1398.3705458464815,1929.0096994426726,2812.391327187742,0.04718905705785604,0.105148785,103.359375,0.36570182,0.6726772,0.31005147,0.23660819,0.17990199,0.20539056,0.19232179,0.21438058,0.29636332,0.18650553,0.18351379,0.16212028,relaxed,79_Forest-Blakk If You Love Her.wav,79,79
-117.49642,69.225845,89.72812,30.879873,14.0969095,22.409061,14.534975,12.875875,9.461773,10.407125,11.771087,8.944447,4.608703,7.974371,9.5491,8.509247,-2.9182682,7.3968325,5.4873767,7.526949,-1.5148304,7.459167,8.739372,7.0117655,-3.613984,5.9478893,2345.4727162579024,2700.0442006542553,5399.659015667327,0.08908714081849846,0.13527904,103.359375,0.26999024,0.4130559,0.66915995,0.38117012,0.33146164,0.28422496,0.47354004,0.37500334,0.3163642,0.3670651,0.2696317,0.3921216,relaxed,80_Goo-Goo Dolls Iris.wav,80,80
-164.36978,111.723045,121.891594,62.033443,25.547243,27.832518,9.227182,31.025042,0.04002867,17.655874,2.898826,14.036293,-8.120835,14.065509,-1.4961745,14.187336,-13.308787,10.164825,-9.104487,11.221884,-4.8730445,8.224446,-2.83601,8.861665,-6.9565625,8.803659,1874.343842869872,2072.975986193587,3980.6925959631385,0.07053509880514706,0.15653758,117.45383522727273,0.2190299,0.16405,0.29999876,0.43012106,0.2579748,0.27482226,0.23354502,0.36564562,0.30244103,0.23201054,0.33371747,0.21491173,relaxed,81_Henry Moodie - pick up the phone (official video).wav,81,81
-274.43845,93.969345,128.18117,35.578876,10.054215,33.553513,7.422956,14.291225,7.272687,13.31098,2.689252,10.818035,0.02776854,10.317056,-2.0984242,10.895728,-8.688825,9.944145,-0.2833615,8.221948,-1.8301886,8.20029,-6.8875775,7.4984884,-8.736031,9.728883,1634.6666524511343,2053.6192801421653,3252.2720006228233,0.07126789860681114,0.0660244,112.34714673913044,0.35330188,0.40990475,0.28955427,0.26265472,0.26506436,0.3600399,0.5182014,0.39174452,0.40677363,0.44722423,0.42121962,0.3678107,relaxed,82_Jamie Miller - Heres Your Perfect.wav,82,82
-261.15445,95.4131,138.16666,35.645954,-3.640182,26.025454,14.951294,24.97793,2.942743,15.850596,-8.017251,14.0293045,-13.689344,11.332953,-16.941553,13.505172,-4.9466963,12.61692,-13.6459675,13.779162,-12.112332,12.038363,-9.642377,11.745113,-10.794586,11.08436,1106.857246908918,1335.2972550884042,2101.1789611249515,0.045861022760255415,0.09823771,143.5546875,0.14696789,0.23649016,0.29024327,0.15447207,0.18700387,0.20131671,0.4801288,0.18553145,0.25618282,0.2811389,0.17096387,0.24735385,relaxed,83_Lana Del Rey - Cinnamon Girl.wav,83,83
-177.78815,88.59062,119.47051,26.3989,-21.949,20.967272,50.93328,26.863161,13.752946,15.969208,-7.4862843,10.957492,15.176851,10.543755,-0.58307356,12.097091,19.929066,11.509597,1.7986996,10.090739,-1.5812986,11.254128,0.39218205,9.839404,-11.398578,10.715059,1687.2325184181586,1938.4717062945901,3573.853389397494,0.06867380998452012,0.116701394,151.99908088235293,0.19388016,0.38428092,0.48722765,0.38018888,0.38775945,0.21759085,0.21654274,0.1392787,0.24476671,0.32097363,0.18708168,0.20822847,relaxed,84_Lana Del Rey - Radio.wav,84,84
-139.57213,89.902794,117.815285,42.151497,17.213516,23.1059,22.839615,20.274752,15.712718,14.3815565,15.0154705,11.967091,7.124028,11.38908,3.1430666,11.224478,-11.756335,11.602622,3.0850868,9.530487,-9.947229,9.069688,-2.329748,7.726929,-7.987856,9.211564,1537.0754803977015,2033.3689739193974,2981.323639010497,0.05426989103618421,0.27087113,161.4990234375,0.3067378,0.32559058,0.22648592,0.23154385,0.24757256,0.3972205,0.35164306,0.29599145,0.35235927,0.32653552,0.29080364,0.21753742,relaxed,85_laufey-From The Start.wav,85,85
-203.47182,105.1268,143.64473,42.883156,42.845783,30.627138,22.22274,15.584562,9.5564,13.294967,-0.85954714,12.033122,7.4053707,14.658129,-10.587469,12.4485655,-1.2306415,8.516472,-3.0345154,10.829785,-16.669022,9.244596,-13.247608,10.518203,-10.026295,10.054892,1184.597226409658,1696.7995282417191,2410.902088271575,0.04191471253386223,0.1759456,143.5546875,0.21412252,0.34116122,0.36102334,0.19102828,0.20861928,0.3395356,0.25254017,0.40189373,0.23430859,0.24342573,0.32821825,0.20018412,relaxed,86_Madison Beer - bittersweet.wav,86,86
