mfcc_mean_0,mfcc_std_0,mfcc_mean_1,mfcc_std_1,mfcc_mean_2,mfcc_std_2,mfcc_mean_3,mfcc_std_3,mfcc_mean_4,mfcc_std_4,mfcc_mean_5,mfcc_std_5,mfcc_mean_6,mfcc_std_6,mfcc_mean_7,mfcc_std_7,mfcc_mean_8,mfcc_std_8,mfcc_mean_9,mfcc_std_9,mfcc_mean_10,mfcc_std_10,mfcc_mean_11,mfcc_std_11,mfcc_mean_12,mfcc_std_12,spectral_centroid_mean,spectral_bandwidth_mean,spectral_rolloff_mean,zcr_mean,rms_mean,tempo,chroma_mean_0,chroma_mean_1,chroma_mean_2,chroma_mean_3,chroma_mean_4,chroma_mean_5,chroma_mean_6,chroma_mean_7,chroma_mean_8,chroma_mean_9,chroma_mean_10,chroma_mean_11,mood,filename,file_id,file_id_clean
-204.41075,83.16229,150.57596,51.739933,36.96376,24.995287,20.587711,23.967934,1.6448106,14.347748,3.3218095,13.509602,4.1550603,17.96129,-11.786406,13.58478,2.1124785,10.243254,2.7847111,8.139991,-11.342802,9.573704,-5.9194174,8.581123,-1.944937,8.345532,1291.6366268039844,1888.6640728505201,2612.7508677196206,0.04393548640673375,0.13234976,129.19921875,0.24877547,0.286559,0.22453853,0.32466283,0.39207384,0.2324699,0.27013007,0.2517644,0.45038474,0.43060124,0.34488922,0.3647566,sad,171_Tate-McRae-you-broke-me-first-_Official-Video_.wav,171,171
-272.21802,130.92209,100.56321,33.445065,22.884361,18.254196,14.72245,16.382408,4.232696,12.591898,2.7853887,13.645733,6.1082954,13.230336,1.24208,11.746858,7.9315376,14.890806,-4.8426056,9.612834,-4.963314,10.544888,-3.1322691,9.769379,-8.482337,8.2107725,1952.6373757044937,2408.9786192200872,4312.432256645462,0.07185595249613003,0.045722064,89.10290948275862,0.45538038,0.27472925,0.20709117,0.16492993,0.25274223,0.36973962,0.2503803,0.32363942,0.2728348,0.46586576,0.48850563,0.29648247,sad,172_Taylor-Swift-august-_Official-Lyric-Video_.wav,172,172
-132.40613,80.73079,93.82829,41.495975,8.713084,27.263025,24.855816,17.296215,7.352246,11.232498,-1.1122862,13.863279,4.0836663,11.634011,-3.2958636,12.264986,-0.86158425,8.5338745,-1.1194342,11.222648,-7.8324394,10.501365,0.18761772,10.315043,-6.377324,9.497502,2298.9911198325285,2512.664569138738,5072.927658033814,0.08449570977650929,0.15750045,143.5546875,0.19434822,0.36281466,0.59201497,0.32989657,0.27617812,0.17693348,0.3118957,0.24988943,0.18767288,0.38479248,0.21781501,0.19737744,sad,173_Taylor-Swift-Back-To-December-_Lyrics_.wav,173,173
-289.7101,137.01534,111.94513,51.890713,20.712723,22.585442,10.07364,16.521759,4.1402497,13.222178,3.5157013,13.446025,5.350995,11.288346,0.340786,11.416994,6.355395,11.346319,-1.6911111,10.826328,-3.283293,8.8884735,-0.0021176648,7.4560733,-6.1944747,9.202456,1625.1210476354734,2104.1547563208314,3312.1216387202494,0.059666305872678016,0.061457984,129.19921875,0.2954947,0.185231,0.18421933,0.23286043,0.36348122,0.6374248,0.40051752,0.40918848,0.2635669,0.2480363,0.33248317,0.2516298,sad,174_Taylor-Swift-cardigan.wav,174,174
-286.7317,91.65444,95.59228,43.39147,37.42073,36.03431,40.921577,22.064835,13.994895,14.427655,2.8255591,16.199112,16.33927,15.001273,0.80664706,15.811656,19.386477,12.812047,1.1444262,11.647399,6.9735904,8.876204,6.091093,8.580804,-0.15020259,10.547188,1592.8594258803482,2244.2540522323243,3426.470947265625,0.03263925841718266,0.10452267,117.45383522727273,0.25722557,0.31280068,0.42662498,0.35256267,0.3709904,0.4299175,0.6224849,0.5493616,0.487393,0.4772694,0.38873428,0.3144809,sad,175_Taylor-Swift-You_re-On-Your-Own_-Kid-_Official-Lyric-Video_.wav,175,175
-242.68893,88.7755,118.547676,42.0863,25.481285,22.538277,43.93914,17.979803,16.729467,12.400697,1.8829353,12.904191,0.48763508,11.328145,-3.2752626,11.121403,-3.7365446,9.253681,-5.702084,10.887249,-10.3175125,9.928488,-5.871282,8.97814,-12.942047,8.91345,1134.9732635845376,1725.5807107469188,2084.8040601417374,0.03495216960139319,0.14997883,112.34714673913044,0.32709908,0.21297741,0.22445466,0.2100934,0.20910579,0.15044343,0.29402873,0.36773407,0.23953699,0.2849598,0.27606398,0.33279818,relaxed,51_Ardhito Pramono - I Just Couldnt Save You Tonight (Lyrics) ft. Aurélie - Prestige Vibes.wav,51,51
-335.71603,88.62981,156.85077,53.988415,10.131551,14.311466,1.7764257,17.411642,0.17010176,12.867808,-1.4961826,15.482985,-6.693277,13.417192,-8.022954,13.638971,-11.234405,14.243238,-5.840701,9.423326,-5.9925385,8.873274,-3.7496562,12.203546,-0.5594828,11.612562,748.7882611961192,1041.4528737276862,1245.2258036232586,0.036490709050890094,0.06235696,123.046875,0.16335918,0.32805705,0.267601,0.25764585,0.36658955,0.35546523,0.7749193,0.3306674,0.17650042,0.19730869,0.13101594,0.2623075,relaxed,52_Attack On Titan OST- Call of Silence (Lyrics) - ThatOnePotato.wav,52,52
-105.48822,106.01504,91.33815,32.734848,15.84823,17.548353,25.073957,14.919652,6.097838,9.536601,2.8540053,12.776148,1.6206264,9.532065,5.5894194,9.618529,-2.515563,7.235742,5.2132874,8.879266,-5.8722963,7.401845,1.5649859,6.297322,-4.6009336,6.392191,2151.128889063228,2538.6490768203303,4922.595233740083,0.07848138484423374,0.16042489,123.046875,0.26895222,0.30283046,0.35227433,0.26385877,0.37100604,0.32697108,0.47636363,0.36635473,0.29545352,0.2966805,0.2720411,0.48079684,relaxed,53_Bôa - Duvet (Lyrics) - Taj Tracks.wav,53,53
-123.39246,119.52344,113.25608,37.53679,17.935934,17.05615,17.260141,14.049676,6.3324013,9.272484,13.746429,11.620871,8.696596,10.027022,4.8920393,9.356221,8.479014,8.342517,7.561561,8.070353,-0.13614815,7.212762,1.5100237,6.609167,-3.3763807,6.578668,1714.9748719083052,2269.634441926213,3743.0190331426566,0.05381373355263158,0.21652621,103.359375,0.37083238,0.57273024,0.42867163,0.47514442,0.43366045,0.47594583,0.41228446,0.3687597,0.4063301,0.33494094,0.34026298,0.26484632,relaxed,54_Clairo - Bags (Lyrics) - The Tiny Majority.wav,54,54
-350.56055,116.87344,138.18344,44.617393,65.50951,35.821163,38.180458,20.959719,16.9196,15.245617,3.2437165,8.525717,-2.789607,15.124135,9.029091,10.425234,-2.3328328,12.177275,-2.9828103,8.635042,-9.342636,8.821845,-13.926011,7.446947,-11.746654,6.6009994,835.9815413372227,1175.5124767852876,1624.998507189677,0.0326097801373839,0.100627735,135.99917763157896,0.37530717,0.71017283,0.30683094,0.1434627,0.19406693,0.15701431,0.1502502,0.13200279,0.19916782,0.27055115,0.23584472,0.33364215,relaxed,55_Daniel Caesar - Always (Lyrics) - 7clouds Rock.wav,55,55
-272.63565,116.29108,106.146866,58.097694,31.647486,41.175716,33.772217,23.288723,21.225851,20.168684,8.280513,15.067842,-2.3983262,11.75484,4.880144,9.853167,-1.1443051,12.612615,6.77987,9.00943,2.8633254,8.365028,-3.2543182,13.655219,-1.9129329,12.3698635,1331.0504294632294,1426.747379066205,2404.9437909672506,0.06742211687306501,0.13609512,143.5546875,0.2620827,0.27769276,0.30033037,0.26781017,0.47892755,0.38785854,0.41884974,0.38976055,0.35853884,0.48625484,0.40866297,0.39882818,relaxed,56_Daniel Caesar - Get You (Lyrics) ft. Kali Uchis - Luxury Tones.wav,56,56
-162.88019,95.14419,98.515564,53.47041,13.221773,25.812052,27.834208,16.94799,7.754609,16.108936,2.3372455,16.770819,-2.4413881,13.27779,-4.6764855,15.119855,7.39874,12.5464115,7.022248,10.968393,-10.2029505,14.7546,5.7358065,12.329123,-2.8228054,11.475769,1919.2920070065254,2220.58546545272,3893.218124909298,0.07017115542763158,0.1971587,143.5546875,0.49195594,0.4117802,0.30251664,0.31792143,0.2589624,0.2730601,0.1979174,0.2828054,0.36968032,0.36551332,0.47622,0.39091212,relaxed,57_Faye Webster Kingston (Lyrics) - Worldly Hits.wav,57,57
-321.14413,44.064865,211.96028,21.5415,5.237958,23.980392,-5.7756605,16.341213,9.969157,14.596811,-3.7816815,8.538047,-1.4345036,5.921502,3.3806598,9.106741,3.199628,7.6120224,0.8552985,5.537804,-3.1476774,5.2115912,-6.9866185,6.284637,-4.128335,6.18368,662.051115040693,757.4588700885978,1112.6849384130708,0.03933989817143963,0.055193108,37.44904891304348,0.21106279,0.35877666,0.1434765,0.1402075,0.25396132,0.60084313,0.42418015,0.33958367,0.5662341,0.24309856,0.14924808,0.114580624,relaxed,58_Frank Ocean - Godspeed (Lyrics) - Lyricz.wav,58,58
-138.60655,63.317806,119.487564,35.209824,-12.94996,25.64461,15.601668,15.673472,10.342228,13.926499,-0.85856265,17.026636,-4.7993364,12.419649,1.9315301,9.649559,-16.660612,9.601149,6.43073,11.267491,-13.69888,7.766693,-1.3736411,7.4084363,-2.7586505,7.582527,1788.2037574466342,2059.144871630057,3402.104427939967,0.07293417726876934,0.15075074,78.30255681818181,0.24339303,0.22130367,0.35294467,0.22018258,0.26480377,0.19318278,0.3063498,0.41024423,0.31741664,0.43721116,0.30930448,0.40022188,relaxed,59_I Thought I Saw Your Face Today - She And Him (Lyrics) - Cassiopeia.wav,59,59
-177.6205,67.24711,135.0574,26.38142,-1.817887,27.668478,10.263231,12.773784,-5.2261515,13.197692,-0.13997294,9.769509,-6.3221464,13.991059,-4.729395,10.186069,-12.016283,11.749049,-3.6592875,11.769451,-7.1569796,13.3544,-6.482853,12.168948,-8.602538,12.350054,1292.900964750151,1722.037090905413,2583.384378628096,0.04544076830979102,0.15508653,172.265625,0.3431067,0.24805264,0.40854892,0.410537,0.2726528,0.28868315,0.21388674,0.3690565,0.21898854,0.25666746,0.46701318,0.3041544,relaxed,60_Joji - SLOW DANCING IN THE DARK (Lyrics) - 7clouds.wav,60,60
-123.553406,86.92461,142.68852,37.01981,-24.144325,15.668559,26.87627,11.60543,1.3357692,12.189678,11.493903,9.848499,1.8987385,9.07571,5.18925,7.832233,-4.1986966,7.430128,3.7877412,6.461124,-6.187116,6.148736,1.2035694,6.239835,2.0150588,7.443205,1431.3253268622836,1696.4108388334996,2846.249455785604,0.06106614623645511,0.17949335,129.19921875,0.3977151,0.41966602,0.3190868,0.34900388,0.3445145,0.46101007,0.5676015,0.40309983,0.33520758,0.3997014,0.794954,0.473252,relaxed,61_d4vd - Romantic Homicide (Lyrics) - 7clouds.wav,61,61
-135.21672,39.829887,156.13477,21.921165,26.252825,12.955856,31.664576,10.067018,8.357775,9.178018,16.029377,7.4932323,-2.9909008,8.743027,10.501072,7.037135,-4.1465707,6.0823355,-0.317512,6.2996483,-6.8390403,6.5909495,-2.6626873,7.7506304,-3.4698124,6.752691,942.6841345471773,1629.8425980315699,1580.5571092540636,0.032502071038119196,0.25833434,61.5234375,0.29142326,0.33369705,0.39265224,0.5847613,0.3945415,0.2941744,0.21880355,0.26108372,0.4269775,0.17581695,0.09398393,0.117948264,relaxed,62_innocence- HildirSvensson & Six dior. (Lyrics) - yunooyle.wav,62,62
-139.80583,56.547806,133.61293,26.313215,-22.372417,20.68536,-0.026645081,13.361193,-17.769114,11.47195,-21.288624,10.194152,-29.565899,11.298436,-20.777231,9.02961,-25.598375,9.895767,-19.929634,10.562508,-20.277084,9.2955475,-12.516673,10.058111,-20.819609,8.2253895,1362.4043233559266,1673.0136563334936,2416.5603873899477,0.06175737410506966,0.17885062,143.5546875,0.2160991,0.16413903,0.16606168,0.33796456,0.22277117,0.2284315,0.6013795,0.21595925,0.17848653,0.122384064,0.31246054,0.5922539,relaxed,63_JVKE - her (official lyric video) - JVKE.wav,63,63
-112.127174,99.24517,98.960976,29.426914,23.309982,21.864832,19.508978,16.19406,12.5799265,11.868112,11.533676,17.320362,0.13397926,10.385519,1.5272944,12.801291,-3.1600702,8.275777,0.26445457,12.758038,-3.979487,10.822,0.13307743,11.150445,4.0473423,9.080289,2020.1621921638848,2603.2451338956257,4690.496637208543,0.06407141906927244,0.22896294,95.703125,0.32627943,0.41291073,0.4838642,0.26928034,0.26471773,0.29534262,0.48948833,0.40267026,0.3860515,0.58619267,0.39511904,0.40436882,relaxed,64_keshi - WANTCHU (Lyrics) - Urban Paradise.wav,64,64
-147.13208,83.09002,128.10722,28.843086,-40.348408,38.03041,24.593224,15.658653,2.951551,11.9997835,-6.5756474,16.970263,-6.893224,9.636991,6.444005,11.227113,-1.7409745,7.61517,0.43732992,10.293667,-1.9365638,6.388374,4.8756876,8.089546,1.2694868,7.4208536,1619.175348936487,1690.2222371721743,3216.897214529315,0.08059134940982972,0.1667553,103.359375,0.15077884,0.30894095,0.34610638,0.2076297,0.2918113,0.1292558,0.10072405,0.18359742,0.601821,0.6643808,0.3097254,0.21653861,relaxed,65_Let Down - Radiohead - Lyrics - Pyroarp.wav,65,65
-35.2241,92.41545,73.87099,30.508814,11.679945,17.650492,30.691103,15.087707,10.294612,14.010329,6.886228,10.213329,0.744773,12.651775,6.357691,9.685622,-3.4449904,8.319011,2.243359,9.286221,4.3415303,9.239486,1.0785439,7.384723,-6.7976384,6.8870096,2674.182616211873,2785.7322950744237,5949.705689610342,0.11002163252225232,0.2947248,151.99908088235293,0.47191525,0.37581083,0.4165904,0.3709174,0.4541352,0.34577778,0.3715753,0.42392346,0.38758326,0.4706902,0.4230039,0.49815756,relaxed,66_Malcolm Todd - Chest Pain (I Love) (Lyrics) - 7clouds.wav,66,66
-121.61828,97.60542,121.29806,35.044277,21.028784,25.464062,27.23765,18.862234,7.2874055,9.097997,14.293481,10.425698,2.762089,9.978912,9.670445,8.531809,-0.0032703883,8.371227,6.1400228,8.441891,-1.3282671,8.318951,3.3935282,7.6867394,-1.1290325,5.9655323,1524.3259777606806,2155.893270950975,3346.246432372291,0.05060740373452012,0.22860968,103.359375,0.47259262,0.34193778,0.30141544,0.47610214,0.33303744,0.33914742,0.5120772,0.28939757,0.23209123,0.24273866,0.49639034,0.70729315,relaxed,67_Multo — Cup of Joe (Lyrics) - cezca.wav,67,67
